Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
0594,2019,3,Female,18,18,BKK,Urban,Apartment,58,Wifi,12000,High School,BKK,BKK4,2,2,2.25,2.5,4,Alone,Together,Bachelor,Master,Father,Freelance,Freelance,1420000,2,2.5,3.5,2.5,2,1.5,2.5,2,3,2,1.5,2.61,No,No,No
0595,2019,3,Female,18,18,BKK,Urban,Home,51,Mobile,6000,High School,BKK,BKK10,2,2,1.75,3,4,Parents,Together,Bachelor,Master,Mother,Business,Public,240000,2,1,2,2,1.5,0,2.5,2.5,0.5,2.5,3.5,2.09,No,No,No
0596,2019,2,Male,18,18,BKK,Urban,Home,95,Wifi,5000,Vocational School,BKK,BKK4,2,2.5,1.75,2.25,3,Parents,Together,Vocational,Bachelor,Father,Public,Business,200000,1.5,0.5,1,2,1.5,0,2.5,1.5,1,0.5,3,1.7,No,No,Low
0597,2019,2,Male,18,18,BKK,Urban,Home,68,Wifi,9000,Vocational School,BKK,BKK8,1.5,2,1.75,2,3,Parents,Together,Bachelor,Master,Father,Freelance,Public,350000,1,1.5,2.5,1.5,2,1.5,1,1,0.5,1.5,3,2,No,Yes,No
0598,2019,2,Male,18,18,BKK,Urban,Apartment,95,Wifi,12000,High School,BKK,BKK2,2.75,2.75,2,1.5,4,Roommates,Together,Vocational,High School,Mother,Freelance,Public,1420000,2.5,1.5,1.5,3,2,2.5,2.5,3,1.5,3,4,2.6,No,No,No
0599,2019,2,Male,18,18,BKK,Urban,Home,55,Wifi,9000,High School,BKK,BKK7,2.25,3.5,2,2.25,3,Mom or Dad,Apart,Bachelor,Master,Father,Business,Freelance,350000,2,1.5,1.5,2.5,2,2,2,2,1,2.5,4,2.37,No,No,Medium
0600,2019,3,Male,18,0,E,Urban,Apartment,82,Wifi,13000,High School,E,E8,3.25,3.5,3.25,2.75,3,Alone,Together,Bachelor,Master,Father,Business,Private,1530000,3,3,3.5,3.5,2.5,2.5,3,3,2.5,2.5,2,2.91,No,No,Medium
0601,2019,2,Female,18,18,BKK,Urban,Home,85,Wifi,14000,High School,BKK,BKK10,3.5,3.75,4,3.5,4,Parents,Together,Bachelor,Master,Father,Freelance,Freelance,1730000,3.5,3,3.5,4,4,3.5,3,3.5,3.5,3.5,2,3.37,No,No,High
0602,2019,3,Female,18,18,BKK,Urban,Home,31,Wifi,4000,High School,BKK,BKK3,1.5,1.75,2.75,2.75,3,Parents,Together,Bachelor,Master,Father,Business,Freelance,150000,1.5,2,2,2,2,1,2,2,0,2,3.5,2.15,No,Yes,Low
0603,2019,1,Female,18,18,BKK,Urban,Home,47,Wifi,7000,Vocational School,BKK,BKK9,2.5,3.5,2.75,3,3,Mom or Dad,Apart,Vocational,Vocational,Father,Business,Business,380000,2,2,2.5,2.5,4,1,2.5,2.5,2,2,0.5,2.21,No,No,High
0604,2019,2,Male,18,18,BKK,Urban,Home,82,Wifi,12000,High School,BKK,BKK7,3.25,2.75,3.5,3.75,2,Mom or Dad,Apart,Vocational,Vocational,Father,Freelance,Public,1390000,3,3,3.5,3.5,4,1,3,3.5,3.5,3.5,3.5,3.3,No,No,High
0605,2019,2,Male,18,18,BKK,Urban,Home,15,Wifi,12000,High School,BKK,BKK9,2.75,2.5,3.25,3,3,Parents,Together,Bachelor,Vocational,Father,Private,Business,1480000,2.5,2.5,3,3,3,2.5,2,2.5,1,3,3.5,2.75,No,No,Low
0606,2019,2,Male,18,18,BKK,Urban,Home,84,Mobile,9000,High School,BKK,BKK9,2,2.5,2.5,2.5,4,Parents,Together,Bachelor,Master,Father,Freelance,Public,350000,2,2,2,2.5,1.5,1.5,2,2.5,1.5,2,0,2.11,No,No,Medium
0607,2019,3,Male,18,18,BKK,Urban,Apartment,31,Wifi,14000,High School,BKK,BKK10,3.25,3.25,3.5,2.75,4,Alone,Together,High School,Vocational,Father,Business,Public,1620000,3,3,4,3.5,3,3,3.5,3.5,1.5,3,2,3.02,No,No,No
0608,2019,1,Male,18,3,BKK,Urban,Home,79,Wifi,11000,Vocational School,BKK,BKK8,3,2.75,2.5,3,3,Mom or Dad,Apart,Primary,High School,Father,Private,Business,1300000,3,3,4,3.5,3.5,2.5,3,3.5,3,3.5,3,3.26,Yes,No,Medium
0609,2019,2,Female,18,3,BKK,Urban,Apartment,21,Wifi,10000,High School,BKK,BKK7,2.75,2.25,3,2.5,4,Alone,Together,High School,Vocational,Father,Private,Private,630000,2.5,2.5,3,3,3.5,1,2.5,2.5,3.5,3,2.5,2.78,Yes,No,Medium
0610,2019,3,Female,18,18,BKK,Urban,Home,60,Wifi,11000,High School,BKK,BKK1,2.75,2.75,3,2.75,3,Parents,Together,Bachelor,Bachelor,Father,Private,Business,1160000,2.5,1.5,1,3,2,3,3.5,2.5,2.5,2.5,3.5,2.54,No,No,Medium
0611,2019,2,Female,19,19,BKK,Urban,Home,15,Mobile,6000,Vocational School,BKK,BKK8,2,3.25,2.5,2.5,3,Parents,Together,Vocational,Bachelor,Father,Freelance,Private,220000,2,1,3,2.5,2.5,1.5,2,2.5,1,3,2.5,2.29,No,Yes,High
0612,2019,2,Male,18,3,BKK,Urban,Apartment,37,Mobile,5000,Vocational School,BKK,BKK9,2.5,1.75,2.5,2.5,3,Alone,Together,Vocational,Bachelor,Father,Freelance,Public,180000,2.5,2,3,3,3,1.5,2.5,2,2,3.5,2.5,2.56,No,No,No
0613,2019,3,Female,18,18,BKK,Urban,Home,65,Wifi,5000,High School,BKK,BKK10,2.5,3,2,3,3,Parents,Together,Primary,Primary,Mother,Business,Private,540000,2,2,2,2.5,2,1.5,2,1.5,3,2.5,3,2.32,No,No,No
0614,2019,2,Female,18,3,BKK,Urban,Home,31,Wifi,8000,High School,BKK,BKK5,2.5,2,2.25,2.5,4,Parents,Together,Bachelor,Vocational,Father,Public,Business,310000,2.5,2,2.5,3,2,1.5,3,3,2,3,2.5,2.72,No,No,Medium
0615,2019,2,Female,18,0,S,Urban,Home,83,Wifi,6000,High School,BKK,BKK7,1.5,3.5,2,2,4,Parents,Together,High School,Primary,Father,Business,Private,240000,1.5,1.5,1.5,2,2,0.5,1.5,1,1,1,2,1.62,No,No,High
0616,2019,2,Male,18,18,BKK,Urban,Apartment,87,Mobile,5000,Vocational School,BKK,BKK8,1.5,1.75,2,2.75,3,Alone,Together,Vocational,Vocational,Father,Private,Freelance,200000,1.5,0.5,1,2,2,0,1.5,1,1,1.5,3,1.86,No,No,High
0617,2019,2,Male,18,0,S,Urban,Apartment,82,Wifi,15000,High School,S,S5,3.5,3.75,3.75,3,3,Alone,Together,Bachelor,Master,Mother,Freelance,Private,2000000,3.5,3,2.5,4,3.5,2.5,3.5,3.5,3.5,3.5,4,3.41,No,No,Medium
0618,2019,2,Male,18,18,BKK,Urban,Apartment,20,Mobile,6000,Vocational School,BKK,BKK7,1.5,1.75,2,1.75,3,Alone,Together,Vocational,Vocational,Father,Public,Private,330000,1.5,1,2,2,1,2,1.5,1,0,1.5,3,1.87,No,No,No
0619,2019,2,Female,19,19,BKK,Urban,Home,57,Wifi,3000,Vocational School,BKK,BKK1,2.25,2,2,2.25,3,Mom or Dad,Apart,High School,High School,Mother,Public,Public,320000,2,1.5,1.5,2.5,2.5,1.5,2,2,2.5,2.5,2.5,2.17,No,Yes,Low
0620,2019,2,Female,18,0,S,Rural,Apartment,58,Mobile,8000,High School,S,S2,1.5,1.75,1.75,1.75,3,Alone,Apart,High School,Vocational,Mother,Public,Public,320000,1.5,2,2.5,2,1.5,0.5,1.5,1.5,1,1.5,2.5,2.08,No,No,Medium
0621,2019,2,Male,18,18,BKK,Urban,Apartment,84,Mobile,6000,Vocational School,BKK,BKK5,1.5,1.75,2,1.75,3,Alone,Together,Bachelor,Vocational,Father,Freelance,Public,230000,1.5,0.5,0,2,1.5,1.5,1,1,1,1.5,3,1.57,No,No,High
0622,2019,2,Male,18,0,S,Urban,Apartment,70,Wifi,8000,High School,BKK,BKK6,2.75,2.75,2.5,2.25,4,Alone,Together,Vocational,High School,Father,Business,Public,320000,2.5,1.5,3,3,4,2,2.5,2.5,2.5,2.5,2,2.56,No,No,Medium
0623,2019,2,Female,18,18,BKK,Urban,Home,40,Wifi,5000,High School,BKK,BKK3,2.25,2.75,2,1.75,3,Mom or Dad,Apart,High School,Primary,Mother,Public,Business,180000,2,2,3,2.5,2,2,3,3,1.5,2.5,1.5,2.38,No,Yes,Medium
0624,2019,2,Female,18,0,E,Urban,Apartment,61,Mobile,9000,High School,E,E10,2.5,2.75,3,2.5,4,Roommates,Together,Bachelor,Vocational,Mother,Freelance,Public,360000,2.5,3,3.5,3,3,2.5,3,3,2,2.5,2,2.82,No,No,Medium
0625,2019,2,Female,18,3,S,Urban,Apartment,87,Mobile,2000,High School,S,S5,2.75,3.25,2.5,3.25,4,Alone,Together,Bachelor,Master,Father,Freelance,Public,200000,2.5,2,2.5,3,3,2,3,2.5,2,2,2,2.47,No,No,High
0626,2019,3,Female,18,18,BKK,Urban,Home,85,Wifi,14000,High School,BKK,BKK4,3.25,3.75,3,3,3,Parents,Together,Bachelor,Bachelor,Father,Business,Private,1260000,3,3,3.5,3.5,4,4,3.5,3.5,3,2.5,3,3.45,No,No,Medium
0627,2019,2,Female,18,3,E,Urban,Apartment,83,Mobile,8000,High School,E,E4,1.5,1.75,3.5,2.75,2,Alone,Apart,High School,High School,Father,Public,Public,320000,1.5,1,1.5,2,2.5,0,1.5,1.5,2,2,1,1.77,No,No,High
0628,2019,2,Male,18,0,E,Urban,Apartment,13,Wifi,10000,High School,E,E1,3.5,3.25,1.5,3,4,Alone,Together,Primary,Primary,Father,Private,Freelance,510000,3,3,3,3.5,3.5,3,2.5,2.5,2,3,3.5,3.04,No,No,Medium
0629,2019,2,Female,18,18,BKK,Urban,Home,9,Mobile,9000,High School,BKK,BKK8,1.5,3.25,1.75,2.75,3,Mom or Dad,Apart,Primary,Primary,Mother,Business,Public,370000,1.5,0,1,2,1.5,0.5,1.5,2,1.5,1.5,4,1.85,No,No,High
0630,2019,2,Female,18,18,BKK,Urban,Home,11,Wifi,14000,High School,BKK,BKK8,3.5,3.5,4,4,3,Parents,Together,Bachelor,Vocational,Mother,Public,Private,560000,3,3,2.5,3.5,3,3.5,2.5,3,3.5,3,2.5,3.16,No,No,Medium
0631,2019,2,Female,18,18,BKK,Urban,Home,86,Wifi,13000,High School,BKK,BKK4,3.25,2.75,3.5,2.5,5,Parents,Together,High School,Primary,Father,Private,Public,1520000,3,3,3,3.5,3.5,3.5,3,3.5,1.5,2.5,2.5,2.98,Yes,No,Medium
0632,2019,2,Female,18,0,S,Urban,Apartment,30,Mobile,4000,High School,S,S4,2.25,2,1.75,2.25,3,Alone,Together,Primary,High School,Father,Business,Public,150000,2.5,2.5,2,3,2,1.5,3,2.5,2,2.5,1,2.57,No,No,Low
0633,2019,1,Female,18,18,BKK,Urban,Home,63,Wifi,14000,Vocational School,BKK,BKK4,3.5,4,3,1.75,3,Parents,Together,Vocational,Vocational,Father,Business,Freelance,980000,3,2,2.5,3.5,4,3.5,3.5,3.5,3,3,2,3.08,No,No,High
0634,2019,2,Female,18,3,E,Urban,Apartment,58,Wifi,13000,High School,BKK,BKK1,3.25,3,2.75,3.5,2,Roommates,Apart,High School,High School,Mother,Business,Private,1570000,3,3.5,4,3.5,3,3.5,3,3.5,3.5,2,3,3.22,No,No,No
0635,2019,3,Male,18,18,BKK,Urban,Home,60,Wifi,12000,High School,BKK,BKK5,3,2.5,2.75,3,3,Parents,Together,High School,Vocational,Father,Freelance,Business,1460000,3,3,3,3.5,3,3.5,3.5,3.5,2,2.5,1.5,2.87,Yes,No,Low
0636,2019,3,Male,19,4,BKK,Urban,Home,78,Mobile,15000,High School,BKK,BKK5,2,2,2.25,3.25,3,Parents,Together,Bachelor,Vocational,Father,Business,Business,1300000,2,2.5,3,2,1.5,1,2,2,1.5,2,4,2.32,No,No,High
0637,2019,2,Male,18,0,S,Urban,Apartment,56,Mobile,6000,High School,S,S8,3.25,3,3,3.25,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,230000,3,1.5,2,3.5,3.5,1.5,2.5,3.5,3,3,2.5,2.72,No,No,Low
0638,2019,2,Male,18,18,BKK,Urban,Home,26,Wifi,5000,High School,BKK,BKK4,1.5,1.75,2,1.75,3,Parents,Together,Bachelor,Bachelor,Mother,Business,Business,200000,1.5,1,1,2,2.5,1.5,1.5,1.5,1,1.5,3,2.06,No,Yes,High
0639,2019,3,Male,18,18,BKK,Urban,Home,33,Wifi,6000,High School,BKK,BKK2,2,2.5,1.5,3.5,5,Parents,Together,High School,High School,Father,Freelance,Private,250000,2,1.5,3,2.5,2.5,2,2,2.5,1.5,1,2,2.13,No,Yes,High
0640,2019,3,Female,18,3,E,Rural,Apartment,7,Mobile,5000,High School,E,E3,3,2.75,3,3.25,3,Alone,Together,Bachelor,Master,Mother,Public,Public,300000,3,3,3,3.5,3.5,1.5,2.5,3,1.5,3.5,2,2.92,No,No,Medium
0641,2019,1,Female,18,18,BKK,Urban,Apartment,42,Mobile,5000,Vocational School,BKK,BKK6,2.25,1.75,2,3.25,4,Alone,Together,Vocational,High School,Father,Freelance,Business,320000,2,1.5,2,2.5,1.5,1,1.5,2.5,2,3,1,2.1,No,No,Medium
0642,2019,2,Male,18,18,BKK,Urban,Home,82,Wifi,15000,High School,BKK,BKK9,3.25,3,3.25,3.75,4,Parents,Together,Vocational,Bachelor,Father,Public,Private,1200000,3,2.5,2.5,3.5,3.5,1.5,3,3,1.5,3.5,3,2.97,No,No,High
0643,2019,1,Male,18,3,E,Urban,Apartment,52,Wifi,12000,Vocational School,BKK,BKK5,3.5,3.5,3,2,3,Roommates,Together,Bachelor,Bachelor,Father,Private,Freelance,1490000,3,2.5,3,3.5,3,2.5,3,3.5,3,3,2,2.87,No,No,Low
0644,2019,3,Female,18,18,BKK,Urban,Home,67,Wifi,12000,High School,BKK,BKK9,2.5,2.75,3,2,3,Mom or Dad,Apart,Vocational,High School,Mother,Business,Public,1450000,2.5,2,2.5,3,2.5,1.5,2.5,2.5,3,2.5,1.5,2.68,No,No,High
0645,2019,2,Female,18,18,BKK,Urban,Home,19,Wifi,13000,High School,BKK,BKK3,2.75,3,3.5,2.75,4,Parents,Together,Primary,Primary,Father,Freelance,Freelance,1550000,3,2.5,3,3.5,3.5,3.5,3.5,3,1.5,3,1.5,3.03,No,No,No
0646,2019,2,Female,18,3,BKK,Urban,Home,87,Mobile,3000,High School,BKK,BKK7,1.5,2,1.75,1.75,3,Parents,Together,High School,Primary,Father,Public,Business,340000,1.5,1,2.5,2,2,2.5,2,1.5,0,2,3,1.99,No,No,Low
0647,2019,2,Male,18,18,BKK,Urban,Home,26,Mobile,12000,High School,BKK,BKK8,3.5,3.25,1.5,3,4,Parents,Together,Bachelor,Vocational,Father,Private,Public,1220000,3,3,3.5,3.5,3.5,3.5,3.5,3,3.5,3,2.5,3.22,No,No,Medium
0648,2019,2,Male,18,18,BKK,Urban,Home,18,Wifi,11000,Vocational School,BKK,BKK7,3.5,4,3.5,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,1260000,3,3,3.5,3.5,3.5,4,3.5,3,3,4,1.5,3.24,No,No,Medium
0649,2019,1,Female,18,18,BKK,Urban,Home,44,Mobile,6000,Vocational School,BKK,BKK2,3.5,3.25,3.25,3,2,Mom or Dad,Apart,Vocational,Vocational,Mother,Business,Freelance,230000,3,3,3.5,3.5,3,2.5,3,3.5,2.5,3,1.5,3.06,No,No,High
0650,2019,3,Female,19,0,E,Urban,Apartment,46,Wifi,7000,High School,E,E2,1.5,1.75,1.75,2,3,Alone,Together,High School,Vocational,Father,Freelance,Public,280000,1.5,1,0.5,2,1,1,1.5,1.5,0.5,1.5,3,1.76,No,No,High
0651,2019,3,Female,18,3,BKK,Urban,Apartment,22,Wifi,14000,High School,BKK,BKK5,3.5,3.5,3,4,4,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,1680000,3.5,2.5,2.5,4,3.5,3,3.5,4,3.5,3,2.5,3.28,Yes,No,Medium
0652,2019,3,Female,18,18,BKK,Urban,Home,43,Wifi,11000,High School,BKK,BKK8,3.25,3,2.5,2.75,5,Parents,Together,Bachelor,Master,Father,Private,Business,1300000,3,2.5,3,3.5,3,3,3,3,2,3.5,4,3.1,Yes,No,Medium
0653,2019,1,Male,18,3,BKK,Urban,Apartment,13,Mobile,10000,Vocational School,BKK,BKK6,3.5,2.75,3.25,1.75,4,Roommates,Together,Vocational,Bachelor,Mother,Public,Freelance,1250000,3,2.5,3.5,3.5,3,3,3,4,2.5,3.5,2.5,3.17,No,No,Medium
0654,2019,2,Female,18,18,BKK,Urban,Home,28,Wifi,4000,Vocational School,BKK,BKK1,1.5,1.75,2,2,4,Parents,Together,Vocational,Vocational,Father,Freelance,Private,150000,1.5,1.5,2,2,2.5,1,1.5,2,0,2.5,3.5,2.11,No,Yes,Medium
0655,2019,2,Male,18,18,BKK,Urban,Home,51,Wifi,15000,Vocational School,BKK,BKK8,2.75,3.5,2.75,3.25,3,Mom or Dad,Apart,High School,Primary,Mother,Private,Freelance,1480000,2.5,2,1.5,3,2,2.5,2.5,3,2,2.5,2,2.63,No,No,Low
0656,2019,3,Female,18,18,BKK,Urban,Home,65,Wifi,6000,High School,BKK,BKK5,1.5,1.75,1.75,1.75,4,Parents,Together,Vocational,Bachelor,Father,Private,Public,430000,1.5,1.5,2,2,2.5,1.5,1,1.5,1,1.5,2.5,2.06,No,Yes,Medium
0657,2019,2,Male,18,0,E,Urban,Apartment,15,Mobile,7000,High School,E,E1,2.75,2.5,2.75,2.5,2,Alone,Apart,Vocational,Bachelor,Mother,Freelance,Freelance,260000,2.5,2,3,3,3.5,1,2.5,2.5,3,3,2.5,2.71,No,No,Low
0658,2019,2,Male,18,18,BKK,Urban,Home,28,Wifi,13000,Vocational School,BKK,BKK1,3.25,3.25,3.5,3.5,4,Parents,Together,Bachelor,Vocational,Father,Business,Private,560000,3,2,2,3.5,4,1.5,3,3.5,2,4,3.5,3.12,No,No,Low
0659,2019,1,Male,19,19,BKK,Urban,Apartment,55,Mobile,7000,Vocational School,BKK,BKK2,3.5,3,3.5,4,3,Alone,Together,Primary,Primary,Mother,Public,Public,280000,3,3,3.5,3.5,3,1,3,3.5,1.5,3.5,4,2.89,No,No,High
0660,2019,2,Female,18,18,BKK,Urban,Apartment,62,Mobile,5000,Vocational School,BKK,BKK2,1.5,2,3,1.75,3,Alone,Together,Vocational,Vocational,Father,Freelance,Business,620000,1.5,1.5,2,2,2.5,0.5,2,1.5,1,1.5,2.5,2.02,No,No,Medium
0661,2019,3,Female,18,0,S,Urban,Apartment,55,Mobile,9000,Vocational School,S,S1,2.5,3,2.5,2.75,4,Alone,Together,Vocational,Vocational,Father,Business,Business,350000,2.5,2,2,3,2,1.5,2.5,2.5,2,2.5,3,2.35,No,No,Medium
0662,2019,2,Female,18,3,S,Urban,Apartment,47,Wifi,11000,High School,S,S10,3.5,3.25,3,3.5,3,Alone,Together,High School,Primary,Father,Business,Public,1300000,3,3,3,3.5,3,2.5,4,3.5,3.5,3,4,3.36,No,No,Low
0663,2019,2,Female,18,18,BKK,Urban,Home,65,Wifi,3000,Vocational School,BKK,BKK2,3.25,2.75,3,3,3,Parents,Together,Vocational,High School,Father,Freelance,Freelance,200000,3,2.5,2.5,3.5,4,3,3,2.5,2,3,3,2.93,No,Yes,Low
0664,2019,1,Male,18,18,BKK,Urban,Apartment,40,Mobile,13000,Vocational School,BKK,BKK8,3,2.5,3.25,3.5,3,Alone,Together,High School,Primary,Father,Public,Private,1550000,3,3,4,3.5,3,1,2.5,4,3,3.5,1.5,3.02,No,No,Medium
0665,2019,2,Male,18,18,BKK,Urban,Apartment,13,Wifi,15000,High School,BKK,BKK3,3.25,3.25,3.25,2.5,4,Alone,Together,Bachelor,Vocational,Mother,Private,Public,1520000,3,2,2,3.5,3,3.5,3,3,3,4,2,2.85,No,No,Low
0666,2019,1,Male,18,3,BKK,Urban,Apartment,32,Mobile,7000,Vocational School,BKK,BKK9,3,3,3.25,2.75,3,Alone,Together,Vocational,High School,Father,Private,Public,270000,3,2.5,3,3.5,4,4,3,3.5,0.5,3.5,2.5,2.96,No,No,High
0667,2019,2,Male,18,0,S,Rural,Apartment,61,Mobile,9000,High School,S,S5,2.75,3,2.5,3,5,Alone,Together,High School,Vocational,Father,Public,Private,610000,2.5,2.5,2.5,3,2.5,1.5,2.5,2.5,2.5,2.5,3,2.7,No,No,Medium
0668,2019,3,Male,18,3,E,Urban,Apartment,73,Wifi,12000,High School,BKK,BKK10,2.75,3.25,2.75,2.5,3,Alone,Together,High School,Primary,Mother,Private,Business,1490000,2.5,2.5,3.5,3,3,1.5,2.5,3.5,2.5,3,4,3.09,No,No,No
0669,2019,2,Female,18,18,BKK,Urban,Home,79,Mobile,12000,High School,BKK,BKK3,3.5,3.5,3.75,3,4,Parents,Together,High School,Vocational,Mother,Private,Business,1420000,3,3.5,3.5,3.5,3.5,2.5,3,3,1.5,2,1,2.74,No,No,High
0670,2019,3,Male,18,0,E,Urban,Apartment,22,Mobile,12000,High School,E,E6,2.75,2.25,2.5,2.75,3,Alone,Apart,Vocational,Vocational,Mother,Freelance,Business,480000,2.5,2,2.5,3,3,2,3,2.5,2,1.5,0,2.5,No,No,Medium
0671,2019,3,Female,18,0,E,Urban,Apartment,70,Wifi,15000,High School,E,E9,3,2.5,2.75,3.25,4,Roommates,Together,Primary,Primary,Father,Public,Public,1410000,2.5,2.5,4,3,2.5,1,3,3,2,3,2.5,2.69,No,No,High
0672,2019,2,Male,18,18,BKK,Urban,Apartment,83,Wifi,9000,Vocational School,BKK,BKK9,2.25,3,2.5,2.25,4,Alone,Together,Vocational,Bachelor,Father,Public,Public,1030000,2,2,1.5,2.5,2,1,2.5,2.5,3,1.5,4,2.38,No,No,Medium
0673,2019,1,Female,18,18,BKK,Urban,Home,83,Mobile,5000,Vocational School,BKK,BKK8,3.25,2.75,2,3.5,4,Parents,Together,Vocational,Vocational,Mother,Public,Private,210000,2.5,3,4,3,3.5,4,2.5,2,1.5,3,1.5,2.97,No,No,Low
0674,2019,3,Male,18,18,BKK,Urban,Home,81,Mobile,15000,High School,BKK,BKK6,3.5,3.5,3.25,4,3,Parents,Together,High School,High School,Father,Business,Public,1950000,3,3,4,3.5,3.5,2.5,3.5,2.5,3,2,2.5,3.12,No,No,High
0675,2019,2,Male,18,18,BKK,Urban,Home,14,Mobile,6000,Vocational School,BKK,BKK8,1.75,2,1.75,3,3,Parents,Together,Vocational,Bachelor,Father,Public,Public,220000,1.5,1,2,2,1.5,1,1.5,0.5,0.5,1,2,1.55,No,No,Low
0676,2019,3,Female,18,0,E,Urban,Apartment,61,Mobile,5000,High School,E,E5,2.5,2.75,3,2.5,3,Roommates,Together,High School,Primary,Mother,Private,Business,200000,2,1,1,2.5,2.5,1.5,1.5,2,1,1.5,1,1.92,No,No,High
0677,2019,3,Female,18,0,E,Rural,Apartment,21,Mobile,8000,High School,E,E4,2.5,2.5,3.25,2.5,4,Alone,Together,High School,Primary,Father,Freelance,Private,320000,2.5,2.5,2,3,2.5,2.5,2.5,2.5,2,2,2,2.57,No,No,High
0678,2019,3,Male,18,3,BKK,Urban,Apartment,59,Wifi,13000,High School,BKK,BKK2,3,2.5,2.75,3.25,3,Alone,Together,Bachelor,Master,Father,Freelance,Private,1580000,3,2,2,3.5,4,2,3,2.5,3.5,3.5,2,2.99,No,No,Medium
0679,2019,2,Male,19,4,S,Urban,Apartment,18,Mobile,5000,High School,S,S9,2.5,2,2,1.75,4,Alone,Together,Bachelor,Bachelor,Mother,Business,Public,200000,2.5,2,2,3,3.5,1.5,3,2.5,2,2.5,0.5,2.47,No,No,No
0680,2019,2,Male,18,18,BKK,Urban,Home,38,Wifi,8000,High School,BKK,BKK7,2.25,2.25,2.25,1.5,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,300000,2.5,2.5,2.5,3,2.5,3,2.5,2.5,2,3,2.5,2.63,No,Yes,Medium
0681,2019,2,Female,18,3,E,Rural,Apartment,17,Mobile,5000,High School,E,E2,2.25,2.5,2.75,2.75,3,Roommates,Together,High School,Primary,Father,Freelance,Freelance,210000,2,1.5,2,2.5,3,1,2.5,1,1,2,3.5,2.1,No,No,High
0682,2019,3,Female,19,0,E,Rural,Apartment,27,Mobile,8000,High School,E,E6,1.75,1.75,2,2.25,3,Alone,Together,High School,Primary,Father,Public,Freelance,330000,1.5,1.5,2.5,2,2.5,1.5,2,2,0,1.5,1.5,2.1,No,No,High
0683,2019,2,Male,18,18,BKK,Urban,Home,7,Wifi,6000,Vocational School,BKK,BKK2,2,2.5,2,2.5,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Public,230000,2,1,1,2.5,2.5,1,2.5,1.5,0.5,2.5,3,1.97,No,No,No
0684,2019,2,Male,19,19,BKK,Urban,Home,11,Wifi,8000,High School,BKK,BKK4,3.5,4,3.5,3.5,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Private,990000,3.5,4,3.5,4,4,3,4,4,4,3.5,2,3.57,No,No,High
0685,2019,2,Male,18,3,S,Urban,Apartment,95,Wifi,15000,High School,S,S9,2.5,3,2.5,2.5,4,Alone,Together,Primary,High School,Father,Business,Business,900000,2,2,3,2.5,2,1.5,2.5,2,1,2,1,2.1,No,No,No
0686,2019,2,Female,19,19,BKK,Urban,Home,110,Wifi,7000,High School,BKK,BKK2,2.5,2.5,2.25,2,3,Parents,Together,Bachelor,Master,Father,Business,Freelance,280000,2,0.5,1,2.5,3,1,2,2.5,0,2.5,1,1.92,No,No,High
0687,2019,3,Male,18,0,E,Urban,Apartment,88,Mobile,7000,Vocational School,E,E3,2.25,2.75,2.5,1.75,4,Alone,Together,Primary,Primary,Mother,Public,Public,560000,2,2.5,2.5,2.5,1.5,1,2,2.5,2.5,2,1,2.23,No,No,High
0688,2019,2,Male,18,3,S,Urban,Apartment,37,Mobile,2000,High School,S,S8,1.75,2,3.5,1.75,3,Alone,Together,Primary,High School,Father,Business,Public,240000,1,0,0,1.5,1.5,1.5,1.5,0.5,0.5,1.5,3,1.42,No,No,High
0689,2019,3,Male,18,0,NE,Urban,Apartment,102,Wifi,11000,High School,NE,NE6,3,2.5,2.5,3,3,Alone,Together,High School,Primary,Father,Business,Business,1370000,2.5,2,2.5,3,1.5,2.5,3,3,2.5,3,1,2.54,No,No,Medium
0690,2019,2,Female,19,4,BKK,Urban,Home,64,Mobile,8000,Vocational School,BKK,BKK5,2.5,2.25,2.25,2,3,Parents,Together,Vocational,Vocational,Father,Business,Private,320000,2,1.5,2.5,2.5,2,1,2.5,2,0.5,3,1.5,2.06,No,No,Low
0691,2019,3,Male,18,0,S,Urban,Apartment,59,Mobile,4000,High School,S,S5,2.25,2.5,1.75,1.75,4,Alone,Together,Vocational,High School,Mother,Private,Public,150000,2,1.5,2,2.5,2,2,2,1.5,2,2,2,2.31,No,No,Medium
