Student_ID,Year_of_Entry,TCAS_channels,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_1,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
619,2019.0,1.0,18.0,BKK,Urban,Home,15,mobile,15000,Vocational School,BKK,BKK7,3.0,2.75,3.0,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,2440000,3.0,2.0,2.5,2.5,3.5,3.0,3.0,2.5,3.0,3.0,4.0,3.2,No,No,Low
620,2019.0,2.0,18.0,BKK,Urban,Home,86,wifi,9000,Vocational School,BKK,BKK3,2.75,3.0,2.75,2.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,1040000,2.5,1.5,2.0,2.5,3.5,2.0,3.5,2.5,1.0,3.0,1.5,2.72,No,No,Medium
621,2019.0,2.0,3.0,S,Urban,Apartment,19,mobile,6000,High School,S,S6,1.5,1.75,1.75,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,750000,1.5,1.0,1.5,0.5,0.5,1.5,1.5,1.0,1.5,2.5,3.0,1.81,No,No,Medium
622,2019.0,2.0,0.0,S,Urban,Apartment,24,wifi,11000,High School,S,S1,1.75,1.75,2.25,2.75,4,Alone,Together,Master,Bachelor,Father,Public,Public,950000,2.0,1.5,2.0,1.0,1.5,1.5,2.0,1.5,1.5,1.0,3.5,1.97,No,No,Medium
623,2019.0,2.0,18.0,BKK,Urban,Apartment,75,mobile,8000,High School,BKK,BKK10,1.75,2.0,2.75,1.75,3,Alone,Together,Bachelor,HighSchool,Father,Freelance,Private,560000,1.5,2.0,2.0,0.5,1.0,0.5,1.5,1.5,1.0,2.0,2.5,1.97,No,No,Medium
624,2019.0,2.0,18.0,BKK,Urban,Home,28,wifi,11000,High School,BKK,BKK6,1.75,2.0,1.75,1.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,1310000,1.5,1.5,2.5,0.5,1.5,2.0,1.5,1.0,1.5,1.5,3.0,2.0,No,No,Medium
625,2019.0,2.0,18.0,BKK,Urban,Apartment,56,mobile,8000,Vocational School,BKK,BKK2,1.5,2.0,1.75,1.75,3,Roommates,Together,HighSchool,Bachelor,Mother,Private,Private,310000,1.5,2.0,3.0,0.5,1.5,1.0,1.5,1.5,1.0,3.0,3.0,2.16,No,No,Medium
626,2019.0,2.0,18.0,BKK,Urban,Home,30,wifi,14000,High School,BKK,BKK10,2.25,2.25,2.25,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,930000,2.0,1.5,2.0,1.0,2.5,0.5,2.5,2.5,0.5,1.5,2.5,2.05,No,Yes,Medium
627,2019.0,2.0,18.0,BKK,Urban,Home,23,wifi,8000,High School,BKK,BKK2,1.5,3.25,2.0,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,960000,1.5,1.5,1.5,0.5,1.0,2.0,1.0,1.0,0.5,2.0,3.5,1.81,No,No,Medium
628,2019.0,2.0,3.0,BKK,Urban,Home,14,wifi,15000,Vocational School,BKK,BKK9,1.75,2.0,2.0,3.5,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Freelance,Public,630000,2.0,1.5,2.5,1.0,2.0,1.5,2.0,2.5,1.5,2.0,4.0,2.3,No,No,Medium
630,2019.0,1.0,18.0,BKK,Urban,Home,96,wifi,15000,Vocational School,BKK,BKK4,3.0,3.25,2.5,2.75,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Business,3270000,3.0,2.0,2.5,2.0,3.0,2.5,3.5,3.5,4.0,3.5,0.0,2.82,No,No,Medium
631,2019.0,3.0,18.0,BKK,Urban,Home,44,mobile,8000,High School,BKK,BKK6,2.25,2.0,2.5,1.5,4,Parents,Together,Bachelor,Bachelor,Father,Private,Public,560000,2.0,1.5,1.5,1.5,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.51,No,Yes,Medium
632,2019.0,2.0,0.0,E,Urban,Apartment,32,wifi,14000,High School,E,E8,1.75,2.0,2.25,2.0,3,Alone,Together,Bachelor,Bachelor,Mother,Private,Public,1670000,1.5,2.0,2.5,0.5,1.5,1.0,1.5,1.0,1.0,2.0,2.0,2.04,No,No,Low
633,2019.0,2.0,3.0,BKK,Urban,Home,31,wifi,9000,High School,BKK,BKK10,1.75,1.75,1.75,1.75,3,Mom or Dad,Apart,HighSchool,Vocational,Mother,Public,Business,550000,1.5,2.0,2.5,0.5,1.5,2.5,1.5,2.0,0.0,1.0,3.5,2.01,No,No,Medium
634,2019.0,1.0,18.0,BKK,Urban,Home,34,wifi,13000,Vocational School,BKK,BKK6,3.0,2.75,2.5,2.75,3,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,1520000,3.0,2.5,3.5,1.5,2.0,3.5,2.5,3.0,1.5,4.0,1.5,2.86,No,No,Medium
635,2019.0,2.0,0.0,E,Rural,Apartment,75,wifi,15000,High School,E,E3,3.25,2.75,3.25,3.5,3,Alone,Apart,Bachelor,Bachelor,Mother,Public,Private,950000,2.5,1.5,3.0,1.5,2.0,2.0,3.5,2.0,2.5,2.0,1.5,2.57,No,No,Medium
636,2019.0,2.0,18.0,BKK,Urban,Apartment,28,wifi,9000,Vocational School,BKK,BKK6,2.75,2.75,2.25,2.5,3,Alone,Together,Bachelor,Master,Mother,Freelance,Freelance,1040000,2.5,2.5,2.5,2.0,2.5,1.5,2.5,2.5,2.0,3.5,1.0,2.43,No,No,Low
637,2019.0,2.0,19.0,BKK,Urban,Home,114,mobile,10000,Vocational School,BKK,BKK7,3.25,2.75,2.25,2.25,2,Mom or Dad,Apart,Master,Bachelor,Mother,Private,Private,920000,3.0,2.5,3.0,2.0,3.0,2.5,3.5,2.5,2.0,2.5,1.0,2.65,No,No,High
639,2019.0,2.0,3.0,BKK,Urban,Home,72,mobile,15000,Vocational School,BKK,BKK3,3.25,2.75,3.75,3.0,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Freelance,Private,990000,2.5,2.5,3.0,1.5,2.5,3.0,3.0,3.5,1.5,2.5,3.0,2.65,No,No,No
640,2019.0,3.0,3.0,E,Urban,Apartment,73,wifi,7000,High School,E,E3,3.0,3.25,3.5,2.25,4,Roommates,Together,Bachelor,Bachelor,Father,Public,Private,890000,3.0,3.0,4.0,2.0,2.5,1.5,3.0,3.0,2.5,2.0,2.0,2.94,No,No,Medium
641,2019.0,3.0,0.0,E,Rural,Apartment,80,wifi,13000,High School,E,E9,1.5,1.75,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,870000,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.0,1.0,0.5,1.65,No,No,Medium
643,2019.0,2.0,0.0,E,Rural,Home,63,wifi,9000,High School,E,E7,2.0,2.0,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Private,Private,850000,2.0,1.5,1.5,1.0,1.0,1.0,2.0,2.0,1.5,1.5,4.0,2.15,No,No,Medium
644,2019.0,1.0,18.0,BKK,Urban,Home,15,mobile,15000,Vocational School,BKK,BKK7,3.0,2.5,3.5,3.0,4,Parents,Together,Bachelor,Bachelor,Father,Business,Public,2940000,3.0,3.0,4.0,2.0,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.92,Yes,No,High
645,2019.0,2.0,3.0,BKK,Urban,Home,45,wifi,13000,Vocational School,BKK,BKK8,3.25,2.75,3.5,2.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Father,Private,Private,860000,3.0,2.5,3.0,2.0,3.5,1.0,3.0,2.5,2.0,3.0,2.5,2.71,No,Yes,High
646,2019.0,2.0,0.0,S,Urban,Apartment,69,mobile,8000,High School,S,S3,2.5,3.0,2.5,3.0,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Freelance,770000,2.0,0.5,0.5,1.0,1.5,2.5,2.0,3.0,0.0,2.5,3.5,2.07,No,No,Medium
647,2019.0,2.0,18.0,BKK,Urban,Home,62,wifi,11000,Vocational School,BKK,BKK8,2.0,2.25,2.0,1.75,2,Mom or Dad,Apart,Bachelor,HighSchool,Mother,Public,Business,540000,2.0,1.5,2.5,1.5,2.5,0.5,2.5,2.0,2.0,1.5,3.5,2.29,No,Yes,Low
650,2019.0,2.0,19.0,BKK,Urban,Home,31,wifi,8000,Vocational School,BKK,BKK8,1.5,1.75,1.75,2.5,5,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,750000,1.5,2.5,3.5,1.0,2.0,1.0,2.0,0.5,0.5,1.5,3.0,2.09,No,No,Low
651,2019.0,2.0,0.0,S,Urban,Apartment,55,wifi,15000,High School,S,S9,3.25,3.0,3.25,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,1800000,3.0,3.5,3.0,2.0,2.0,1.5,3.5,2.5,3.5,2.5,2.5,2.99,No,No,Low
652,2019.0,1.0,18.0,BKK,Urban,Home,11,wifi,8000,Vocational School,BKK,BKK5,3.5,2.75,3.75,3.25,3,Parents,Together,Master,Bachelor,Mother,Public,Private,1000000,3.0,3.0,3.5,2.5,3.5,3.5,3.0,3.0,1.5,3.0,2.0,3.06,Yes,No,Medium
653,2019.0,2.0,0.0,E,Urban,Apartment,32,wifi,13000,Vocational School,BKK,BKK3,2.5,3.0,2.25,2.5,2,Roommates,Apart,Master,Bachelor,Father,Freelance,Public,1560000,2.5,3.0,4.0,1.5,2.0,2.0,3.0,2.5,2.0,3.0,1.5,2.6,No,No,Medium
654,2019.0,2.0,0.0,E,Urban,Apartment,67,mobile,12000,High School,E,E9,2.5,2.75,2.75,2.0,2,Roommates,Apart,Bachelor,Bachelor,Mother,Freelance,Public,580000,2.5,2.5,2.5,1.5,2.5,0.0,2.5,2.0,1.5,2.5,4.0,2.38,No,No,No
655,2019.0,2.0,19.0,BKK,Urban,Home,74,mobile,6000,Vocational School,BKK,BKK3,2.0,1.75,2.0,3.25,2,Mom or Dad,Apart,Bachelor,HighSchool,Mother,Freelance,Public,550000,2.0,1.5,1.0,1.0,2.0,1.5,2.5,2.5,1.0,2.5,3.0,2.28,No,Yes,Low
656,2019.0,1.0,18.0,BKK,Urban,Home,85,wifi,9000,Vocational School,BKK,BKK7,3.5,4.0,3.75,3.75,3,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,650000,3.0,3.0,3.5,2.0,2.5,2.5,3.5,3.0,2.0,3.0,1.5,2.95,No,Yes,High
657,2019.0,3.0,0.0,E,Rural,Apartment,56,wifi,15000,High School,E,E9,3.0,3.0,3.25,3.25,3,Alone,Apart,Bachelor,Master,Father,Private,Public,2060000,2.5,2.0,3.0,1.5,2.5,3.0,2.0,2.5,2.0,2.0,2.5,2.45,No,No,Low
658,2019.0,2.0,19.0,BKK,Urban,Home,76,wifi,9000,Vocational School,BKK,BKK5,3.0,2.0,2.5,2.75,3,Mom or Dad,Apart,Bachelor,Bachelor,Father,Freelance,Public,1130000,2.5,2.5,2.5,1.5,2.5,2.0,2.0,2.5,2.0,2.0,1.0,2.24,No,No,Low
662,2019.0,2.0,3.0,BKK,Urban,Home,64,wifi,15000,High School,BKK,BKK4,2.0,2.25,2.0,1.75,4,Parents,Together,Master,Bachelor,Mother,Private,Public,1830000,2.0,3.0,3.0,0.5,1.5,2.5,3.0,2.0,1.0,2.5,0.5,2.41,No,No,Medium
663,2019.0,2.0,0.0,E,Urban,Apartment,50,wifi,11000,High School,E,E3,3.0,2.75,3.0,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,1150000,3.0,2.5,3.0,2.5,3.0,2.5,4.0,2.5,1.0,3.5,3.0,2.89,Yes,No,High
664,2019.0,2.0,19.0,BKK,Urban,Apartment,85,mobile,12000,Vocational School,BKK,BKK8,2.25,2.25,3.5,2.0,4,Roommates,Together,Bachelor,Master,Father,Public,Private,720000,2.0,0.5,1.0,0.5,1.0,2.5,2.0,2.5,1.0,2.5,3.0,1.91,No,No,Medium
665,2019.0,2.0,18.0,BKK,Urban,Apartment,75,mobile,6000,Vocational School,BKK,BKK4,2.25,2.25,1.75,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,750000,2.0,1.0,1.5,1.0,1.5,0.0,2.5,2.0,1.5,1.5,2.5,1.84,No,No,No
667,2019.0,2.0,0.0,S,Urban,Apartment,24,wifi,15000,Vocational School,BKK,BKK7,2.0,1.75,1.5,2.5,3,Alone,Together,Bachelor,Master,Mother,Public,Public,950000,2.0,1.5,2.5,1.0,1.5,1.0,1.5,2.0,2.5,2.0,3.0,2.24,No,No,Medium
668,2019.0,2.0,0.0,E,Urban,Apartment,76,mobile,15000,High School,BKK,BKK5,3.0,3.5,3.25,2.5,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Freelance,1820000,3.0,2.5,2.5,2.0,3.0,2.0,3.5,2.0,2.0,2.5,2.0,2.61,No,No,High
669,2019.0,1.0,18.0,BKK,Urban,Home,14,wifi,9000,Vocational School,BKK,BKK1,1.75,2.0,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,360000,1.0,1.5,2.0,0.5,2.0,0.0,1.0,1.0,2.5,2.0,3.5,1.9,No,No,Medium
671,2019.0,2.0,3.0,BKK,Urban,Home,12,wifi,14000,Vocational School,BKK,BKK6,1.75,1.75,2.25,2.0,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,950000,2.0,2.0,2.5,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.44,No,No,High
672,2019.0,2.0,3.0,E,Rural,Apartment,12,wifi,15000,High School,E,E5,3.0,3.5,3.25,2.5,4,Alone,Together,Bachelor,Master,Mother,Private,Business,1690000,3.0,3.5,4.0,2.0,2.0,3.0,3.0,3.0,1.5,4.0,0.5,2.82,Yes,No,Medium
674,2019.0,2.0,18.0,BKK,Urban,Home,83,wifi,15000,Vocational School,BKK,BKK1,3.5,3.25,3.5,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,2920000,3.5,3.5,3.0,2.5,4.0,3.5,4.0,4.0,3.0,2.5,3.5,3.46,No,No,No
675,2019.0,1.0,18.0,BKK,Urban,Home,66,wifi,7000,Vocational School,BKK,BKK6,2.25,2.25,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Business,830000,2.0,1.5,1.5,1.0,2.0,2.5,2.5,2.0,2.0,2.5,0.5,2.22,No,No,Medium
676,2019.0,2.0,18.0,BKK,Urban,Home,74,wifi,14000,Vocational School,BKK,BKK3,2.5,2.0,2.0,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,1720000,2.5,2.5,3.5,1.5,2.0,2.5,2.5,3.0,2.0,1.5,3.0,2.56,No,No,High
677,2019.0,3.0,0.0,S,Urban,Home,40,wifi,6000,High School,S,S1,3.5,3.75,3.0,2.25,3,Parents,Together,Bachelor,Master,Father,Business,Private,660000,3.0,3.0,3.0,2.5,4.0,1.0,3.0,3.5,2.5,3.5,2.0,3.0,No,No,Medium
679,2019.0,1.0,18.0,BKK,Urban,Home,63,wifi,14000,Vocational School,BKK,BKK4,2.5,2.5,2.5,1.75,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,1700000,2.5,2.5,3.0,2.0,2.5,2.0,2.5,2.5,2.0,3.0,2.0,2.77,Yes,No,No
680,2019.0,1.0,18.0,BKK,Urban,Apartment,82,wifi,12000,Vocational School,BKK,BKK4,3.0,3.5,3.25,2.5,4,Roommates,Together,HighSchool,Bachelor,Father,Private,Freelance,530000,3.0,2.5,3.0,2.0,2.5,4.0,3.0,3.0,3.5,3.5,1.5,3.02,No,No,Low
681,2019.0,2.0,0.0,S,Rural,Apartment,23,wifi,15000,High School,S,S8,1.75,1.75,2.25,1.75,3,Alone,Together,Bachelor,Bachelor,Father,Public,Public,2260000,1.5,0.0,1.0,0.5,2.0,2.0,2.0,1.0,0.5,3.0,2.5,1.91,No,No,Medium
682,2019.0,2.0,18.0,BKK,Urban,Home,16,wifi,15000,Vocational School,BKK,BKK5,2.5,2.25,3.0,2.25,3,Mom or Dad,Apart,Master,Bachelor,Father,Public,Private,740000,2.0,2.0,2.5,0.5,1.0,0.5,2.0,1.5,2.5,2.5,3.0,2.16,No,No,Medium
683,2019.0,2.0,3.0,BKK,Urban,Home,51,mobile,15000,Vocational School,BKK,BKK5,2.25,2.75,2.25,1.75,5,Roommates,Together,Bachelor,Bachelor,Father,Freelance,Private,1780000,2.0,1.5,2.0,1.0,2.0,2.5,2.5,2.0,0.0,2.5,0.0,2.03,No,No,Medium
685,2019.0,2.0,3.0,BKK,Urban,Home,86,wifi,5000,High School,BKK,BKK8,3.5,3.0,3.25,3.5,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,600000,3.5,2.5,2.5,3.0,3.5,2.5,3.0,3.5,3.5,3.5,4.0,3.3,Yes,No,Low
688,2019.0,2.0,18.0,BKK,Urban,Home,7,wifi,15000,Vocational School,BKK,BKK2,2.25,2.0,2.0,2.75,4,Parents,Together,Bachelor,Master,Father,Freelance,Public,1860000,2.0,1.5,1.5,1.5,2.5,3.5,2.0,2.0,1.5,2.0,3.0,2.46,No,No,High
690,2019.0,3.0,19.0,BKK,Urban,Apartment,87,mobile,13000,High School,BKK,BKK4,1.5,2.0,1.75,2.75,2,Alone,Apart,Bachelor,Bachelor,Mother,Private,Private,510000,1.0,1.5,2.0,0.0,1.0,1.0,1.0,1.5,0.0,1.0,3.0,1.65,No,No,No
692,2019.0,2.0,18.0,BKK,Urban,Home,50,mobile,15000,Vocational School,BKK,BKK3,1.5,1.75,1.75,1.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Public,Public,630000,1.5,2.0,2.5,0.5,0.5,1.5,1.5,1.0,2.5,1.5,2.5,1.84,No,No,No
694,2019.0,2.0,0.0,S,Urban,Apartment,85,wifi,9000,High School,S,S9,3.0,3.25,2.5,3.5,4,Roommates,Together,Bachelor,Master,Father,Private,Freelance,860000,3.0,3.0,3.0,2.0,4.0,3.0,3.5,3.0,2.5,2.5,2.5,3.08,Yes,No,Medium
695,2019.0,3.0,0.0,E,Urban,Apartment,47,mobile,8000,Vocational School,E,E2,1.5,2.0,2.0,1.75,4,Alone,Together,Master,Bachelor,Father,Public,Private,770000,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.34,No,No,Low
696,2019.0,2.0,18.0,BKK,Urban,Home,6,wifi,6000,High School,BKK,BKK6,2.75,3.25,3.25,3.0,4,Parents,Together,Master,Bachelor,Father,Private,Public,690000,2.5,2.5,3.5,1.5,2.5,0.5,3.5,2.5,1.0,3.0,1.5,2.37,No,No,Medium
697,2019.0,2.0,19.0,BKK,Urban,Home,33,wifi,10000,Vocational School,BKK,BKK3,3.0,3.25,2.75,2.5,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Freelance,Private,1160000,2.5,3.0,3.5,2.0,3.0,2.5,3.5,2.0,1.5,3.0,3.0,2.97,No,Yes,High
698,2019.0,2.0,0.0,S,Urban,Apartment,15,wifi,15000,High School,S,S5,2.5,2.75,2.75,2.0,4,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Private,730000,2.5,2.5,2.5,2.0,2.5,0.5,2.0,2.0,2.0,3.0,0.5,2.17,No,No,Low
699,2019.0,2.0,18.0,BKK,Urban,Home,87,wifi,11000,Vocational School,BKK,BKK2,2.75,3.0,3.25,3.0,4,Parents,Together,HighSchool,Bachelor,Father,Freelance,Private,530000,2.5,1.5,1.5,2.0,2.5,1.5,2.0,3.0,2.0,3.0,3.5,2.68,No,No,High
701,2019.0,2.0,3.0,BKK,Urban,Home,13,wifi,15000,Vocational School,BKK,BKK8,3.5,4.0,2.75,3.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,800000,3.0,2.5,3.0,2.0,2.0,2.5,3.0,3.0,1.5,2.5,1.0,2.6,No,No,High
702,2019.0,2.0,0.0,E,Urban,Apartment,54,wifi,15000,High School,BKK,BKK6,1.5,3.5,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,1770000,1.0,1.5,2.5,0.0,1.5,1.5,1.0,1.0,1.5,1.0,4.0,2.02,No,No,Low
703,2019.0,2.0,18.0,BKK,Urban,Apartment,82,mobile,14000,Vocational School,BKK,BKK8,1.5,1.75,2.0,1.75,3,Roommates,Together,Bachelor,Bachelor,Mother,Freelance,Private,550000,1.0,1.0,1.5,0.5,1.5,1.0,1.0,1.0,0.5,1.0,3.5,1.61,No,No,No
704,2019.0,2.0,18.0,BKK,Urban,Home,69,mobile,12000,Vocational School,BKK,BKK8,2.0,1.75,2.5,1.75,4,Parents,Together,HighSchool,Bachelor,Father,Public,Private,480000,2.0,1.5,2.5,1.0,2.5,2.5,2.0,2.5,1.0,1.5,4.0,2.28,No,No,Low
705,2019.0,3.0,18.0,BKK,Urban,Home,80,mobile,15000,High School,BKK,BKK6,2.0,2.0,2.25,2.5,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Freelance,1410000,2.0,2.0,2.5,1.5,3.0,1.5,2.0,2.0,0.5,2.0,3.0,2.27,No,Yes,No
706,2019.0,2.0,18.0,BKK,Urban,Home,65,wifi,15000,Vocational School,BKK,BKK8,3.25,3.5,3.5,3.0,3,Parents,Together,Bachelor,Bachelor,Mother,Private,Public,1620000,3.0,2.5,2.5,2.0,3.5,1.0,3.0,2.5,2.0,2.5,3.5,2.75,No,No,Medium
707,2019.0,2.0,0.0,S,Urban,Apartment,19,mobile,9000,High School,BKK,BKK7,2.5,2.75,2.75,3.0,3,Alone,Together,Bachelor,Bachelor,Father,Private,Public,440000,2.0,2.0,2.0,1.5,2.0,2.0,2.5,2.0,2.0,2.5,1.0,2.17,No,No,Medium
708,2019.0,2.0,18.0,BKK,Urban,Home,18,wifi,15000,High School,BKK,BKK1,2.0,1.75,2.5,2.0,3,Parents,Together,Master,Bachelor,Father,Private,Public,700000,1.5,1.0,0.5,1.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,1.77,No,No,Medium
709,2019.0,2.0,18.0,BKK,Urban,Home,46,wifi,15000,Vocational School,BKK,BKK2,2.5,2.0,2.75,2.75,4,Parents,Together,Master,Bachelor,Father,Freelance,Public,1910000,2.5,2.5,2.0,1.5,2.5,2.5,2.0,2.5,2.0,2.0,1.5,2.42,No,No,High
710,2019.0,2.0,18.0,BKK,Urban,Home,34,wifi,9000,Vocational School,BKK,BKK3,1.75,1.5,1.75,1.5,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,1040000,1.5,1.5,1.5,0.0,1.0,2.0,1.5,1.5,0.0,2.0,3.5,1.83,No,No,Medium
712,2019.0,2.0,18.0,BKK,Urban,Home,89,mobile,5000,Vocational School,BKK,BKK6,2.75,3.0,3.0,2.25,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,400000,2.5,2.5,3.0,1.5,2.0,2.5,3.0,2.0,2.5,2.5,1.0,2.47,No,No,No
713,2019.0,2.0,18.0,BKK,Urban,Apartment,79,wifi,15000,Vocational School,BKK,BKK7,3.5,3.0,3.0,4.0,5,Alone,Together,Master,Bachelor,Father,Private,Public,2300000,3.0,3.0,3.0,1.5,3.0,3.0,2.5,2.5,3.5,2.5,1.0,2.65,No,No,No
714,2019.0,1.0,18.0,BKK,Urban,Apartment,60,wifi,15000,Vocational School,BKK,BKK6,3.0,2.5,2.0,3.0,4,Roommates,Together,Master,Bachelor,Father,Freelance,Business,3490000,3.0,3.5,4.0,2.0,2.5,3.0,3.0,2.5,2.5,3.5,3.0,3.15,Yes,No,Medium
716,2019.0,2.0,0.0,E,Urban,Apartment,77,wifi,7000,High School,BKK,BKK10,1.75,2.0,1.75,2.0,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,890000,1.5,1.0,1.5,0.0,1.5,0.0,1.5,2.0,0.5,1.5,3.5,1.62,No,No,Medium
718,2019.0,2.0,18.0,BKK,Urban,Home,22,wifi,12000,High School,BKK,BKK2,3.5,3.5,4.0,2.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Public,Public,1140000,3.0,3.5,4.0,2.5,3.0,3.0,3.5,3.0,1.5,3.5,2.5,3.15,No,No,Medium
719,2019.0,2.0,3.0,BKK,Urban,Home,31,wifi,5000,Vocational School,BKK,BKK3,2.25,2.5,2.5,2.25,3,Parents,Together,HighSchool,HighSchool,Mother,Private,Freelance,410000,2.0,2.0,3.0,1.5,3.0,1.5,2.0,2.0,1.0,3.0,3.0,2.53,No,Yes,Medium
720,2019.0,3.0,0.0,E,Urban,Apartment,54,mobile,12000,High School,E,E2,2.5,3.0,2.0,2.0,3,Alone,Together,Bachelor,Bachelor,Father,Public,Private,760000,2.0,1.5,1.5,1.5,2.5,1.5,2.0,2.5,1.5,2.5,1.0,2.3,No,No,No
721,2019.0,2.0,18.0,BKK,Urban,Home,33,wifi,14000,High School,BKK,BKK5,2.75,3.0,2.5,3.25,5,Parents,Together,Master,Bachelor,Father,Freelance,Freelance,570000,3.0,2.0,2.5,2.5,3.0,3.0,3.0,3.5,3.0,2.5,2.0,2.91,No,Yes,High
723,2019.0,2.0,0.0,E,Urban,Apartment,26,mobile,11000,High School,E,E5,2.75,3.0,3.25,2.5,2,Alone,Apart,Bachelor,Bachelor,Mother,Freelance,Private,590000,2.5,1.5,2.5,2.0,3.0,1.5,3.0,2.5,2.0,2.5,1.0,2.49,No,No,High
724,2019.0,2.0,18.0,BKK,Urban,Home,59,wifi,15000,Vocational School,BKK,BKK1,2.0,2.5,1.75,2.0,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,2060000,2.0,1.5,1.5,1.0,1.5,1.0,2.5,2.0,1.5,2.5,2.5,2.16,No,No,Low
725,2019.0,2.0,3.0,E,Urban,Apartment,64,wifi,15000,High School,BKK,BKK5,2.5,2.25,2.25,2.0,4,Roommates,Together,Master,Bachelor,Father,Private,Private,2370000,2.5,2.5,3.0,1.5,2.0,3.5,2.5,2.0,2.5,3.0,3.0,2.75,No,No,Low
726,2019.0,2.0,18.0,BKK,Urban,Apartment,69,mobile,14000,Vocational School,BKK,BKK8,1.5,1.75,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Freelance,560000,1.5,2.0,1.5,1.0,2.0,0.0,1.0,1.5,1.0,2.5,2.5,1.89,No,No,Medium
727,2019.0,2.0,19.0,BKK,Urban,Home,50,wifi,14000,High School,BKK,BKK6,1.75,2.0,2.25,1.75,4,Parents,Together,Bachelor,Master,Father,Private,Public,1640000,1.0,1.0,1.0,0.0,1.0,1.5,1.5,1.0,0.0,1.0,3.5,1.56,No,No,Low
728,2019.0,3.0,0.0,E,Urban,Apartment,76,wifi,9000,High School,E,E7,3.25,3.25,3.5,3.75,4,Roommates,Together,Master,Bachelor,Father,Public,Private,1120000,3.0,3.5,3.5,2.5,2.5,2.0,3.0,3.0,3.5,3.5,2.5,3.21,Yes,No,Medium
729,2019.0,2.0,3.0,NE,Urban,Apartment,57,wifi,11000,High School,NE,NE7,2.25,2.5,3.5,2.25,3,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,1350000,2.0,1.5,2.0,1.5,2.5,0.0,1.5,2.5,1.5,1.5,3.0,2.03,No,No,No
