Student_ID,Year_of_Entry,TCAS_channels,Gender,Age,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
590,2019,1,Female,18,3,BKK,Urban,Home,61,WIFI,13000,Vocational School,BKK,BKK2,3.5,4,3,2.25,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,1590000,3,3,2.5,2,3,2.5,3.5,4,3,3,2.5,3.1,No,No,High
591,2019,3,Female,18,3,NE,Rural,,23,Mobile,92000,High School,BKK,BKK4,2.25,2.5,2.75,2.5,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Public,630000,2,2,3,1,2.5,2.5,2,2,0.5,1.5,1.5,2.2,No,No,Low
592,2019,1,Male,18,18,BKK,Urban,Home,20,Wifi,14000,Vocational School,BKK,BKK2,2.75,2.5,3.25,2.75,4,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,1070000,3,2.5,3.5,2,2.5,1.5,3.5,3,2,3,3,2.99,No,No,Low
593,2019,2,Female,18,18,BKK,Urban,Home,18,Wifi,15000,High School,BKK,BKK2,3.5,2,4,1.5,3,Parents,Together,Master,Master,Father,Freelance,Business,3340000,3,2,3,1.5,2,3,3.5,3.5,1.5,4,4,2.85,Yes,No,Low
594,,1,mAlE,18,18,BKK,Urban,Apartment,15,Wifi,14000,Vocational School,BKK,BKK1,3,2.5,3.25,3.5,3,Alone,Together,Master,Bachelor,Father,Private,Private,820000,3,3,3.5,2.5,2.5,2.5,3,3.5,2.5,3,1.5,3.07,No,No,High
595,2019,2,Female,18,0,E,Rural,Apartment,76,Mobile,10000,High School,E,E7,3,2.75,2.75,2.5,3,Alone,Together,Bachelor,Vocational,Mother,Private,Private,400000,3,2,2.5,1.5,2.5,4,2.5,3,2,3,1.5,2.85,Yes,No,Medium
596,2019,2,Male,19,19,BKK,,Apartment,10,Wifi,9000,Vocational School,BKK,BKK9,2.25,2.25,3,1.5,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Public,1050000,2,2,3,1,2.5,1,2.5,2.5,1,3,1,2.33,No,No,Medium
597,2019,2,Female,18,0,S,Rural,,724,Mobile,15000,High School,S,S9,3,3,2.75,3.5,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Business,3380000,3,3.5,3.5,2.5,3.5,2,3.5,2.5,3.5,3,2,3.11,No,No,High
598,2019,1,Female,20,5,,Urban,Home,100,Mobile,7000,Vocational School,BKK,BKK4,1.5,1.75,2,1.75,4,Parents,Together,Bachelor,Bachelor,Mother,Freelance,Private,630000,1,1,1,0,1,0,1.5,1,1,1.5,2,1.66,No,No,Low
599,2019,1,mAlE,18,18,BKK,Urban,Home,58,Wifi,86000,Vocational School,BKK,BKK2,3.25,3,2,3,4,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,2560000,3.5,3.5,3.5,3,4,3.5,3.5,3.5,3.5,4,1,3.47,No,No,Low
600,2019,1,Male,18,18,BKK,Urban,Home,27,Wifi,11000,Vocational School,BKK,BKK2,3.5,3.25,3,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Private,Public,1260000,3,3,2.5,2.5,4,1,3.5,3,3,3.5,2.5,2.96,Yes,No,High
601,2019,3,Male,19,19,BKK,Urban,Home,84,WIFI,15000,High School,BKK,BKK4,3.25,3,3.75,3,4,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,2040000,3,3,3,2,3,3,3.5,3.5,1.5,3,3,3.06,No,No,Medium
602,2019,1,Female,18,18,BKK,Urban,Apartment,34,Wifi,15000,,BKK,BKK10,3,2.5,3.5,2.5,4,Alone,Together,Bachelor,Bachelor,Father,Private,Private,2680000,3,3,3.5,2.5,4,2.5,3.5,3.5,2.5,3,4,3.41,No,No,High
603,2019,2,Female,18,3,E,Urban,Home,38,WIFI,14000,High School,E,E5,1.5,1.75,1.75,2.75,2,Mom or Dad,Apart,Master,Bachelor,Mother,Private,Private,1060000,1.5,1.5,1.5,0.5,2,0.5,1,1.5,2,1.5,3,1.92,No,No,Medium
604,2019,3,mAlE,18,3,BKK,Urban,Home,24,Wifi,6000,High School,BKK,BKK1,2,1.75,2.5,2.25,3,Parents,Together,Bachelor,Bachelor,Father,Private,Private,710000,2,2,2,1,1.5,2,2,2,2,1.5,2.5,2.26,No,No,Low
605,2019,3,mAlE,18,18,BKK,Urban,Home,881,Wifi,11000,,BKK,BKK3,3,3.5,3,1.5,4,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,1360000,2.5,2,1.5,1.5,2.5,2.5,3.5,3,1.5,2,2,2.59,No,No,Medium
606,2019,2,,,18,BKK,Urban,Home,14,WIFI,15000,Vocational School,BKK,BKK1,1.75,2,1.75,1.75,3,Parents,Together,Bachelor,Master,Mother,Freelance,Public,2150000,1.5,1.5,2.5,0.5,1.5,0,1.5,1.5,1.5,1.5,2.5,1.77,No,No,Low
607,2019,3,Female,,3,S,Urban,Home,117,Mobile,12000,Vocational School,S,S8,2.25,2.25,1.75,2.5,3,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,600000,2,2,3,1.5,2.5,1,1,2,1,2.5,2,2.08,No,No,Low
608,2019,1,Male,18,,BKK,Urban,Home,71,Wifi,15000,Vocational School,BKK,BKK10,3.25,3,3.5,3.25,3,Parents,Together,Master,Bachelor,Mother,Private,Business,3740000,3.5,3,4,3,4,2.5,4,4,2,4,1.5,3.45,Yes,No,Medium
609,2019,3,Female,19,0,NE,Urban,Apartment,76,Wifi,12000,High School,NE,NE6,3.5,3,3,4,3,Alone,Apart,Bachelor,Master,Mother,Freelance,Private,790000,3,3,4,1.5,2.5,3,2.5,3,2.5,3,0,2.69,No,No,Medium
610,2019,1,Male,18,18,BKK,Urban,Home,78,WIFI,7000,Vocational School,BKK,BKK8,3.25,3.75,3.5,3.5,3,Parents,Together,Bachelor,Master,Father,Private,Freelance,760000,3,2,2,2,3.5,2.5,2.5,3,2,3,2,2.85,No,No,Medium
611,2019,2,Female,18,18,BKK,Urban,Home,70,Wifi,15000,High School,BKK,BKK2,2.5,2.75,2.5,1.5,4,Parents,Together,Bachelor,Bachelor,Mother,Public,Business,1830000,2,1.5,1.5,1,2.5,1,2,2.5,0.5,1.5,4,2.28,No,No,Medium
612,2019,1,,19,4,BKK,Urban,Home,78,Mobile,7000,Vocational School,BKK,BKK3,1.75,1.75,1.5,1.75,4,Parents,Together,HighSchool,Vocational,Mother,Public,Public,550000,1.5,1.5,1,0,1.5,1,2,1.5,1.5,0.5,2,1.76,No,No,Low
613,2019,3,mAlE,18,0,NE,Rural,Apartment,24,Wifi,15000,High School,NE,NE7,3.25,3,2.75,3,3,Alone,Together,Master,Bachelor,Mother,Freelance,Freelance,1910000,3,3,3.5,2,2.5,1,3.5,3.5,2,3.5,2,3.01,No,No,High
614,2019,1,Female,18,,BKK,Urban,Home,685,Wifi,15000,Vocational School,BKK,BKK10,3.5,3,3.5,3.75,4,Parents,Together,Doctoral,Master,Father,Private,Business,3570000,3,2.5,3.5,2.5,4,2.5,3,3.5,3,3,3,3.29,No,No,No
615,2019,2,Female,18,18,BKK,Urban,Home,65,WIFI,10000,Vocational School,BKK,BKK4,2.5,3,1.5,2.5,2,Mom or Dad,Apart,Bachelor,Vocational,Father,Public,Private,400000,2,2,2,1,2.5,1,2,2,1,2,3,2.28,No,No,Low
616,2019,2,Female,18,3,,Rural,Apartment,67,Wifi,13000,High School,S,S5,2,1.75,1.75,3,3,Alone,Together,Bachelor,Bachelor,Father,Public,Public,1600000,2,2,2,0.5,2,3,2,2.5,1.5,2.5,2,2.21,No,No,Low
617,2019,2,Male,18,18,BKK,Urban,Home,44,Wifi,8000,High School,BKK,BKK2,2,2.25,2.5,2.5,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,990000,2,1.5,2,1.5,2.5,2,2.5,1,1,2.5,3,2.17,No,No,No
618,2019,3,Female,18,18,BKK,Urban,Home,649,Mobile,14000,High School,BKK,BKK6,2,2.25,3,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Private,Public,1000000,2,2,2,1.5,1.5,1,2,2,1.5,2,3.5,2.35,No,No,Medium
619,,1,Female,18,18,BKK,Urban,,15,Mobile,15000,Vocational School,BKK,BKK7,3,2.75,3,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,2440000,3,2,2.5,2.5,3.5,3,3,2.5,3,3,4,3.2,No,No,Low
620,2019,2,Female,18,18,BKK,Urban,,86,Wifi,9000,Vocational School,BKK,BKK3,2.75,3,2.75,2.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Freelance,1040000,2.5,1.5,2,2.5,3.5,2,3.5,2.5,1,3,1.5,2.72,No,No,Medium
621,2019,2,,18,3,S,Urban,Apartment,19,Mobile,6000,High School,S,S6,1.5,1.75,1.75,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,750000,1.5,1,1.5,0.5,0.5,1.5,1.5,1,1.5,2.5,3,1.81,No,No,Medium
622,2019,2,Female,,,S,Urban,Apartment,24,Wifi,11000,High School,S,S1,1.75,1.75,2.25,2.75,4,Alone,Together,Master,Bachelor,Father,Public,Public,950000,2,1.5,2,1,1.5,1.5,2,1.5,1.5,1,3.5,1.97,No,No,Medium
623,2019,2,Female,18,18,BKK,Urban,Apartment,75,Mobile,8000,High School,BKK,BKK10,1.75,2,2.75,1.75,3,Alone,Together,Bachelor,HighSchool,Father,Freelance,Private,560000,1.5,2,2,0.5,1,0.5,1.5,1.5,1,2,2.5,1.97,No,No,Medium
624,2019,2,Male,18,18,BKK,Urban,Home,28,Wifi,11000,High School,BKK,BKK6,1.75,2,1.75,1.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Private,1310000,1.5,1.5,2.5,0.5,1.5,2,1.5,1,1.5,1.5,3,2,No,No,Medium
625,2019,2,MAle,18,18,BKK,Urban,Apartment,56,Mobile,8000,Vocational School,BKK,BKK2,1.5,2,1.75,1.75,3,Roommates,Together,HighSchool,Bachelor,Mother,Private,Private,310000,1.5,2,3,0.5,1.5,1,1.5,1.5,1,3,3,2.16,No,No,Medium
626,,2,mAlE,18,18,BKK,Urban,Home,30,Wifi,14000,High School,BKK,BKK10,2.25,2.25,2.25,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Private,930000,2,1.5,2,1,2.5,0.5,2.5,2.5,0.5,1.5,2.5,2.05,No,Yes,Medium
627,2019,2,Male,18,18,BKK,Urban,Home,23,Wifi,8000,High School,BKK,BKK2,1.5,3.25,2,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Private,960000,1.5,1.5,1.5,0.5,1,2,1,1,0.5,2,3.5,1.81,No,No,Medium
628,2019,2,Female,18,3,BKK,Urban,Home,14,Wifi,15000,Vocational School,BKK,BKK9,1.75,2,2,3.5,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Freelance,Public,630000,2,1.5,2.5,1,2,1.5,2,2.5,1.5,2,4,2.3,No,No,Medium
629,2019,3,Male,18,0,E,Rural,Apartment,85,Wifi,14000,,E,E3,2.25,3.25,3,2,4,Alone,Together,Bachelor,Master,Father,Public,Business,1640000,2,2,2.5,1,2.5,0,2,1.5,2.5,2,1.5,2.18,No,No,Medium
630,2019,1,Male,18,18,BKK,Urban,Home,96,WIFI,15000,Vocational School,BKK,BKK4,3,3.25,2.5,2.75,3,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Private,Business,3270000,3,2,2.5,2,3,2.5,3.5,3.5,4,3.5,0,2.82,No,No,Medium
631,2019,3,Male,18,18,BKK,Urban,Home,44,Mobile,8000,High School,BKK,BKK6,2.25,2,2.5,1.5,4,Parents,Together,Bachelor,Bachelor,Father,Private,Public,560000,2,1.5,1.5,1.5,3,3,2,2,2,3,2,2.51,No,Yes,Medium
632,2019,2,Female,18,0,E,Urban,Apartment,32,Wifi,14000,High School,E,E8,1.75,2,2.25,2,3,Alone,Together,Bachelor,Bachelor,Mother,Private,Public,1670000,1.5,2,2.5,0.5,1.5,1,1.5,1,1,2,2,2.04,No,No,Low
633,2019,2,Female,18,3,BKK,Urban,Home,31,WIFI,9000,High School,BKK,BKK10,1.75,1.75,1.75,1.75,3,Mom or Dad,Apart,HighSchool,Vocational,Mother,Public,Business,550000,1.5,2,2.5,0.5,1.5,2.5,1.5,2,0,1,3.5,2.01,No,No,Medium
634,2019,1,Male,18,18,BKK,Urban,Home,34,Wifi,13000,Vocational School,BKK,BKK6,3,2.75,2.5,2.75,3,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,1520000,3,2.5,3.5,1.5,2,3.5,2.5,3,1.5,4,1.5,2.86,No,No,Medium
635,,2,Male,18,0,E,Rural,,75,WIFI,15000,High School,E,E3,3.25,2.75,3.25,3.5,3,Alone,Apart,Bachelor,Bachelor,Mother,Public,Private,950000,2.5,1.5,3,1.5,2,2,3.5,2,2.5,2,1.5,2.57,No,No,Medium
636,2019,2,,,18,BKK,Urban,Apartment,28,wIFI,9000,Vocational School,BKK,BKK6,2.75,2.75,2.25,2.5,3,Alone,Together,Bachelor,Master,Mother,Freelance,Freelance,1040000,2.5,2.5,2.5,2,2.5,1.5,2.5,2.5,2,3.5,1,2.43,No,No,Low
637,2019,2,Male,19,19,BKK,Urban,Home,114,Mobile,10000,Vocational School,BKK,BKK7,3.25,2.75,2.25,2.25,2,Mom or Dad,Apart,Master,Bachelor,Mother,Private,Private,920000,3,2.5,3,2,3,2.5,3.5,2.5,2,2.5,1,2.65,No,No,High
638,,2,mAlE,18,18,BKK,Urban,Apartment,37,WIFI,81000,High School,BKK,BKK3,2.75,2.5,2.5,2.75,3,Roommates,Together,Bachelor,Bachelor,Father,Private,Public,1190000,2.5,3,3.5,1.5,2.5,2,3,2.5,2,3,2,2.57,No,No,Medium
639,2019,2,Female,18,3,BKK,Urban,Home,72,Mobile,15000,Vocational School,BKK,BKK3,3.25,2.75,3.75,3,2,Mom or Dad,Apart,Bachelor,Bachelor,Mother,Freelance,Private,990000,2.5,2.5,3,1.5,2.5,3,3,3.5,1.5,2.5,3,2.65,No,No,No
640,,3,mAlE,18,3,E,Urban,Apartment,73,Wifi,7000,High School,E,E3,3,3.25,3.5,2.25,4,Roommates,Together,Bachelor,Bachelor,Father,Public,Private,890000,3,3,4,2,2.5,1.5,3,3,2.5,2,2,2.94,No,No,Medium
641,2019,3,Male,18,0,E,Rural,Apartment,80,Wifi,13000,High School,E,E9,1.5,1.75,1.75,1.75,3,Alone,Together,Bachelor,Bachelor,Mother,Public,Private,870000,1,1,2,0.5,2,1,1,2,0,1,0.5,1.65,No,No,Medium
642,2019,2,Male,18,18,BKK,Urban,Home,993,Wifi,15000,Vocational School,BKK,BKK2,1.75,1.75,2.5,3.5,4,Parents,Together,Master,Bachelor,Mother,Private,Business,3420000,1.5,1,1,0.5,2,1,2,1,0,1.5,2,1.72,No,No,Medium
643,2019,2,Female,18,0,E,Rural,Home,63,Wifi,9000,High School,E,E7,2,2,1.75,1.75,4,Parents,Together,Bachelor,Bachelor,Father,Private,Private,850000,2,1.5,1.5,1,1,1,2,2,1.5,1.5,4,2.15,No,No,Medium
644,2019,1,Female,18,18,BKK,Urban,Home,15,Mobile,15000,Vocational School,BKK,BKK7,3,2.5,3.5,3,4,Parents,Together,Bachelor,Bachelor,Father,Business,Public,2940000,3,3,4,2,2.5,2.5,3,3,3,3,2.5,2.92,Yes,No,High
645,2019,2,,18,3,BKK,Urban,Home,45,Wifi,13000,Vocational School,BKK,BKK8,3.25,2.75,3.5,2.75,2,Mom or Dad,Apart,Bachelor,Bachelor,Father,Private,Private,860000,3,2.5,3,2,3.5,1,3,2.5,2,3,2.5,2.71,No,Yes,High
646,2019,2,Male,18,0,S,Urban,Apartment,69,Mobile,8000,High School,S,S3,2.5,3,2.5,3,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Freelance,770000,2,0.5,0.5,1,1.5,2.5,2,3,0,2.5,3.5,2.07,No,No,Medium
647,2019,2,Male,18,18,BKK,Urban,Home,62,Wifi,11000,Vocational School,BKK,BKK8,2,2.25,2,1.75,2,Mom or Dad,Apart,Bachelor,HighSchool,Mother,Public,Business,540000,2,1.5,2.5,1.5,2.5,0.5,2.5,2,2,1.5,3.5,2.29,No,Yes,Low
648,2019,3,Male,19,0,E,Urban,Apartment,9,Wifi,110000,High School,BKK,BKK10,2.5,3,2.25,2.25,3,Alone,Together,Bachelor,Bachelor,Father,Public,Private,590000,2.5,2,2.5,1.5,3,2,2.5,2.5,1.5,3.5,2.5,2.62,No,No,Medium
649,2019,2,Female,18,18,BKK,,Home,30,WIFI,15000,,BKK,BKK3,2.75,2.5,2.25,3.25,3,Parents,Together,Bachelor,Master,Mother,Public,Private,1860000,2.5,2.5,2.5,1.5,2.5,3,3,4,2,3,1,2.75,No,No,Medium
650,2019,2,Female,,19,BKK,Urban,Home,31,Wifi,8000,Vocational School,BKK,BKK8,1.5,1.75,1.75,2.5,5,Parents,Together,Bachelor,Bachelor,Mother,Public,Private,750000,1.5,2.5,3.5,1,2,1,2,0.5,0.5,1.5,3,2.09,No,No,Low
651,2019,2,Female,18,0,S,Urban,Apartment,55,Wifi,15000,High School,S,S9,3.25,3,3.25,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,1800000,3,3.5,3,2,2,1.5,3.5,2.5,3.5,2.5,2.5,2.99,No,No,Low
652,2019,1,Male,18,18,BKK,Urban,Home,11,WIFI,8000,Vocational School,BKK,BKK5,3.5,2.75,3.75,3.25,3,Parents,Together,Master,Bachelor,Mother,Public,Private,1000000,3,3,3.5,2.5,3.5,3.5,3,3,1.5,3,2,3.06,Yes,No,Medium
653,2019,2,Female,18,0,E,Urban,Apartment,32,Wifi,13000,Vocational School,BKK,BKK3,2.5,3,2.25,2.5,2,Roommates,Apart,Master,Bachelor,Father,Freelance,Public,1560000,2.5,3,4,1.5,2,2,3,2.5,2,3,1.5,2.6,No,No,Medium
654,,2,,18,0,E,Urban,Apartment,67,Mobile,12000,High School,E,E9,2.5,2.75,2.75,2,2,Roommates,Apart,Bachelor,Bachelor,Mother,Freelance,Public,580000,2.5,2.5,2.5,1.5,2.5,0,2.5,2,1.5,2.5,4,2.38,No,No,No
655,2019,2,Female,19,19,BKK,Urban,Home,74,Mobile,6000,Vocational School,BKK,BKK3,2,1.75,2,3.25,2,Mom or Dad,Apart,Bachelor,HighSchool,Mother,Freelance,Public,550000,2,1.5,1,1,2,1.5,2.5,2.5,1,2.5,3,2.28,No,Yes,Low
656,2019,1,Female,18,18,BKK,Urban,Home,85,Wifi,9000,Vocational School,BKK,BKK7,3.5,4,3.75,3.75,3,Parents,Together,Bachelor,Bachelor,Father,Private,Freelance,650000,3,3,3.5,2,2.5,2.5,3.5,3,2,3,1.5,2.95,No,Yes,High
657,2019,3,mAlE,18,0,E,Rural,Apartment,56,WIFI,15000,High School,E,E9,3,3,3.25,3.25,3,Alone,Apart,Bachelor,Master,Father,Private,Public,2060000,2.5,2,3,1.5,2.5,3,2,2.5,2,2,2.5,2.45,No,No,Low
658,2019,2,Male,19,19,BKK,Urban,Home,76,WIFI,9000,Vocational School,BKK,BKK5,3,2,2.5,2.75,3,Mom or Dad,Apart,Bachelor,Bachelor,Father,Freelance,Public,1130000,2.5,2.5,2.5,1.5,2.5,2,2,2.5,2,2,1,2.24,No,No,Low
659,2019,2,Male,18,,BKK,Urban,Home,14,Wifi,8000,Vocational School,BKK,BKK9,2.5,1.5,2.5,2.25,3,Parents,Together,Bachelor,HighSchool,Father,Public,Private,500000,2,1,1,1.5,2.5,1,1.5,1.5,2,2,3.5,2.18,No,No,Medium
660,,2,Female,18,,BKK,Urban,Home,12,WIFI,14000,Vocational School,BKK,BKK7,2,2.5,1.75,2.25,4,Parents,Together,Bachelor,Bachelor,Mother,Private,Public,640000,2,2,3.5,1.5,2.5,2,2.5,1.5,0.5,2.5,4,2.55,No,Yes,High
661,2019,2,Male,18,18,BKK,Urban,Apartment,943,Wifi,15000,Vocational School,BKK,BKK1,2.5,2.25,2.25,2.5,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,1000000,2,2.5,3.5,1,2.5,1,2,2,2,1,1,2.08,No,No,Low
662,2019,2,Male,18,3,BKK,Urban,Home,64,Wifi,15000,High School,BKK,BKK4,2,2.25,2,1.75,4,Parents,Together,Master,Bachelor,Mother,Private,Public,1830000,2,3,3,0.5,1.5,2.5,3,2,1,2.5,0.5,2.41,No,No,Medium
663,2019,2,Female,19,0,E,Urban,Apartment,50,Wifi,11000,High School,E,E3,3,2.75,3,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,1150000,3,2.5,3,2.5,3,2.5,4,2.5,1,3.5,3,2.89,Yes,No,High
664,2019,2,Female,19,19,BKK,Urban,Apartment,85,Mobile,12000,Vocational School,BKK,BKK8,2.25,2.25,3.5,2,4,Roommates,Together,Bachelor,Master,Father,Public,Private,720000,2,0.5,1,0.5,1,2.5,2,2.5,1,2.5,3,1.91,No,No,Medium
665,2019,2,Male,18,18,BKK,,Apartment,75,Mobile,6000,Vocational School,BKK,BKK4,2.25,2.25,1.75,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Private,750000,2,1,1.5,1,1.5,0,2.5,2,1.5,1.5,2.5,1.84,No,No,No
666,2019,,Female,19,0,E,Urban,Apartment,87,Wifi,9000,Vocational School,E,E1,1.5,2.25,1.75,1.75,2,Roommates,Apart,Master,Bachelor,Father,Private,Private,1070000,1.5,0.5,1,1,1.5,1.5,1,2.5,2,1,1.5,1.81,No,No,No
667,2019,2,Female,,0,S,Urban,Apartment,24,Wifi,15000,Vocational School,BKK,BKK7,2,1.75,1.5,2.5,3,Alone,Together,Bachelor,Master,Mother,Public,Public,950000,2,1.5,2.5,1,1.5,1,1.5,2,2.5,2,3,2.24,No,No,Medium
668,,2,,18,0,E,Urban,Apartment,76,Mobile,15000,High School,BKK,BKK5,3,3.5,3.25,2.5,2,Alone,Apart,Bachelor,Bachelor,Mother,Public,Freelance,1820000,3,2.5,2.5,2,3,2,3.5,2,2,2.5,2,2.61,No,No,High
669,2019,1,Female,18,18,,Urban,Home,14,WIFI,9000,Vocational School,BKK,BKK1,1.75,2,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,360000,1,1.5,2,0.5,2,0,1,1,2.5,2,3.5,1.9,No,No,Medium
670,,,Female,19,0,E,Urban,Apartment,76,Wifi,15000,High School,E,E10,3,3.5,3,2.75,4,Alone,Together,Bachelor,Master,Mother,Public,Business,3390000,3,3.5,4,2,2.5,3,2.5,3.5,2.5,4,2,3.1,Yes,No,Medium
671,2019,2,Female,18,3,BKK,Urban,Home,12,Wifi,14000,Vocational School,BKK,BKK6,1.75,1.75,2.25,2,4,Parents,Together,Bachelor,Bachelor,Father,Public,Private,950000,2,2,2.5,1,2,3,3,2,1,3,1,2.44,No,No,High
672,2019,2,Male,18,3,E,Rural,Apartment,12,Wifi,15000,High School,E,E5,3,3.5,3.25,2.5,4,Alone,Together,Bachelor,Master,Mother,Private,Business,1690000,3,3.5,4,2,2,3,3,3,1.5,4,0.5,2.82,Yes,No,Medium
673,2019,3,Female,18,3,S,Rural,Apartment,90,Wifi,15000,,BKK,BKK1,2.75,3,2.25,2.75,4,Alone,Together,Bachelor,Bachelor,Father,Public,Private,2710000,2.5,3,3,1.5,2.5,1.5,2.5,2.5,3.5,2.5,3,2.65,No,No,Medium
674,2019,2,Female,18,18,BKK,,,83,Wifi,15000,Vocational School,BKK,BKK1,3.5,3.25,3.5,3.5,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,2920000,3.5,3.5,3,2.5,4,3.5,4,4,3,2.5,3.5,3.46,No,No,No
675,2019,1,Male,18,18,BKK,Urban,Home,66,Wifi,7000,Vocational School,BKK,BKK6,2.25,2.25,1.75,1.75,3,Parents,Together,Bachelor,Bachelor,Father,Public,Business,830000,2,1.5,1.5,1,2,2.5,2.5,2,2,2.5,0.5,2.22,No,No,Medium
676,2019,2,Male,18,18,BKK,Urban,Home,74,WIFI,14000,Vocational School,BKK,BKK3,2.5,2,2,3.25,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,1720000,2.5,2.5,3.5,1.5,2,2.5,2.5,3,2,1.5,3,2.56,No,No,High
677,2019,3,Female,18,0,S,Urban,Home,40,WIFI,6000,High School,S,S1,3.5,3.75,3,2.25,3,Parents,Together,Bachelor,Master,Father,Business,Private,660000,3,3,3,2.5,4,1,3,3.5,2.5,3.5,2,3,No,No,Medium
678,2019,,Male,18,0,N,Urban,Apartment,5,Wifi,7000,High School,N,N8,3.25,3.5,3,3.25,4,Alone,Together,Master,Master,Father,Freelance,Business,870000,3,2.5,3.5,2,2.5,1.5,4,3.5,2,4,2.5,3.08,Yes,No,Medium
679,2019,1,MAle,18,18,BKK,Urban,Home,63,Wifi,14000,Vocational School,BKK,BKK4,2.5,2.5,2.5,1.75,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,1700000,2.5,2.5,3,2,2.5,2,2.5,2.5,2,3,2,2.77,Yes,No,No
680,2019,1,Female,18,18,BKK,,Apartment,82,Wifi,12000,Vocational School,BKK,BKK4,3,3.5,3.25,2.5,4,Roommates,Together,HighSchool,Bachelor,Father,Private,Freelance,530000,3,2.5,3,2,2.5,4,3,3,3.5,3.5,1.5,3.02,No,No,Low
681,,2,Female,18,0,S,Rural,Apartment,23,Wifi,15000,High School,S,S8,1.75,1.75,2.25,1.75,3,Alone,Together,Bachelor,Bachelor,Father,Public,Public,2260000,1.5,0,1,0.5,2,2,2,1,0.5,3,2.5,1.91,No,No,Medium
682,2019,2,Female,18,18,BKK,Urban,Home,16,Wifi,15000,Vocational School,BKK,BKK5,2.5,2.25,3,2.25,3,Mom or Dad,Apart,Master,Bachelor,Father,Public,Private,740000,2,2,2.5,0.5,1,0.5,2,1.5,2.5,2.5,3,2.16,No,No,Medium
683,2019,2,Male,18,3,BKK,Urban,,51,Mobile,15000,Vocational School,BKK,BKK5,2.25,2.75,2.25,1.75,5,Roommates,Together,Bachelor,Bachelor,Father,Freelance,Private,1780000,2,1.5,2,1,2,2.5,2.5,2,0,2.5,0,2.03,No,No,Medium
684,2019,2,Male,18,18,BKK,Urban,Home,78,Wifi,83000,Vocational School,BKK,BKK9,2,3.5,2.25,2.25,3,Parents,Together,Master,Master,Father,Public,Freelance,2030000,1.5,1,1.5,0.5,1.5,1,1.5,2,0,1.5,1,1.8,No,No,Medium
685,2019,2,Female,18,3,BKK,Urban,Home,86,Wifi,5000,High School,BKK,BKK8,3.5,3,3.25,3.5,4,Parents,Together,Master,Bachelor,Father,Freelance,Private,600000,3.5,2.5,2.5,3,3.5,2.5,3,3.5,3.5,3.5,4,3.3,Yes,No,Low
686,2019,3,Male,18,0,S,Rural,Apartment,771,Wifi,15000,High School,S,S8,2.5,2.5,2.5,1.75,4,Roommates,Together,Bachelor,Bachelor,Father,Private,Public,2020000,2,2,3,0.5,1.5,2,2,2.5,3,3,2,2.28,No,No,No
687,2019,2,Female,18,18,BKK,Urban,Home,73,WIFI,8000,,BKK,BKK4,1.75,1.75,1.75,1.75,4,Parents,Together,Master,Bachelor,Father,Private,Public,830000,1.5,1,0.5,0.5,2,2,1.5,1,0.5,1.5,3.5,1.91,No,No,Low
