Student_ID,Year_of_Entry,TCAS_channels,Years_Living_in_BKK,Hometown_REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses,Type_of_prior_school,Prior_School_Province_REGION,School_name,Math,Physics,Chemistry,Biology,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother_job,father_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry.1,Statistics,Computer_Programming,Thermodynamics,Engineering_Materials,Engineering_Drawing,University_GPAx_1st_year,Scholarship_Excellent_Performance,Scholarship_Financial_Aid,Participation_on_Activities
579,2019.0,2.0,18.0,BKK,Urban,Home,18,wifi,15000,High School,BKK,BKK5,2.75,3.25,2.5,2.5,3,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Public,Freelance,730000,2.5,2.5,3.0,1.5,3.0,2.5,2.5,1.5,1.5,2.5,1.5,2.37,No,No,Medium
580,2019.0,2.0,0.0,E,Urban,Apartment,86,wifi,12000,High School,BKK,BKK5,1.75,1.75,2.0,1.75,4,Alone,Together,Doctoral,Master,Father,Public,Private,970000,2.0,3.0,3.5,1.0,2.5,2.0,3.0,2.5,1.0,1.5,4.0,2.46,No,No,High
583,2019.0,2.0,18.0,BKK,Urban,Home,18,wifi,8000,Vocational School,BKK,BKK8,2.25,1.75,2.5,1.75,3,Mom or Dad,Apart,Doctoral,Doctoral,Father,Freelance,Public,740000,2.0,2.0,2.0,0.5,1.5,1.5,2.5,2.0,1.0,2.0,4.0,2.25,No,No,High
584,2019.0,2.0,18.0,BKK,Urban,Home,18,wifi,7000,High School,BKK,BKK9,2.25,2.75,2.5,2.0,2,Mom or Dad,Apart,Master,Master,Mother,Private,Private,860000,2.0,1.5,2.0,1.0,2.0,0.5,2.0,2.0,2.5,2.5,3.5,2.19,No,No,Medium
586,2019.0,2.0,0.0,E,Rural,Apartment,57,wifi,15000,High School,E,E5,3.0,3.0,3.0,3.5,3,Alone,Together,Doctoral,Doctoral,Father,Public,Freelance,3260000,3.0,3.5,4.0,2.5,3.5,3.0,2.5,3.0,1.5,4.0,2.5,3.11,No,No,Medium
587,2019.0,1.0,18.0,BKK,Urban,Home,19,wifi,15000,Vocational School,BKK,BKK9,3.5,3.5,3.0,3.0,3,Mom or Dad,Apart,Master,Doctoral,Mother,Freelance,Freelance,3630000,3.0,2.5,3.5,2.0,3.5,3.0,3.5,3.5,3.0,3.0,4.0,3.34,No,No,Medium
588,2019.0,3.0,3.0,E,Urban,Apartment,73,wifi,15000,High School,E,E3,1.75,1.75,1.75,1.75,3,Alone,Together,Master,Master,Mother,Freelance,Private,930000,1.5,0.0,1.0,0.5,2.0,0.5,2.0,2.0,1.0,1.5,3.0,1.74,No,No,Medium
589,2019.0,3.0,0.0,NE,Rural,Apartment,15,mobile,15000,High School,NE,NE2,1.5,1.75,2.75,1.75,3,Roommates,Apart,Doctoral,Doctoral,Mother,Business,Public,700000,1.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.5,1.42,No,No,Medium
590,2019.0,1.0,3.0,BKK,Urban,Home,61,wifi,13000,Vocational School,BKK,BKK2,3.5,4.0,3.0,2.25,4,Parents,Together,Bachelor,Master,Father,Freelance,Business,1590000,3.0,3.0,2.5,2.0,3.0,2.5,3.5,4.0,3.0,3.0,2.5,3.1,No,No,High
592,2019.0,1.0,18.0,BKK,Urban,Home,20,wifi,14000,Vocational School,BKK,BKK2,2.75,2.5,3.25,2.75,4,Parents,Together,Doctoral,Doctoral,Father,Private,Freelance,1070000,3.0,2.5,3.5,2.0,2.5,1.5,3.5,3.0,2.0,3.0,3.0,2.99,No,No,Medium
593,2019.0,2.0,18.0,BKK,Urban,Home,18,wifi,15000,High School,BKK,BKK2,3.5,2.0,4.0,1.5,3,Mom or Dad,Apart,Master,Doctoral,Father,Private,Freelance,3340000,3.0,2.0,3.0,1.5,2.0,3.0,3.5,3.5,1.5,4.0,4.0,2.85,Yes,No,Medium
594,2019.0,1.0,18.0,BKK,Urban,Apartment,15,wifi,14000,Vocational School,BKK,BKK1,3.0,2.5,3.25,3.5,3,Alone,Together,Bachelor,Master,Father,Freelance,Private,820000,3.0,3.0,3.5,2.5,2.5,2.5,3.0,3.5,2.5,3.0,1.5,3.07,No,No,Medium
595,2019.0,2.0,0.0,E,Rural,Apartment,76,mobile,10000,High School,E,E7,3.0,2.75,2.75,2.5,3,Alone,Together,Bachelor,Master,Mother,Business,Private,400000,3.0,2.0,2.5,1.5,2.5,4.0,2.5,3.0,2.0,3.0,1.5,2.85,Yes,No,Medium
596,2019.0,2.0,19.0,BKK,Urban,Apartment,10,wifi,9000,Vocational School,BKK,BKK9,2.25,2.25,3.0,1.5,3,Alone,Together,Master,Doctoral,Mother,Private,Public,1050000,2.0,2.0,3.0,1.0,2.5,1.0,2.5,2.5,1.0,3.0,1.0,2.33,No,No,High
598,2019.0,1.0,5.0,BKK,Urban,Home,100,mobile,7000,Vocational School,BKK,BKK4,1.5,1.75,2.0,1.75,4,Parents,Together,Doctoral,Master,Mother,Public,Private,630000,1.0,1.0,1.0,0.0,1.0,0.0,1.5,1.0,1.0,1.5,2.0,1.66,No,No,No
600,2019.0,1.0,18.0,BKK,Urban,Home,27,wifi,11000,Vocational School,BKK,BKK2,3.5,3.25,3.0,3.5,4,Parents,Together,Master,Doctoral,Father,Freelance,Public,1260000,3.0,3.0,2.5,2.5,4.0,1.0,3.5,3.0,3.0,3.5,2.5,2.96,Yes,No,Low
601,2019.0,3.0,19.0,BKK,Urban,Home,84,wifi,15000,High School,BKK,BKK4,3.25,3.0,3.75,3.0,4,Parents,Together,Bachelor,Master,Father,Public,Private,2040000,3.0,3.0,3.0,2.0,3.0,3.0,3.5,3.5,1.5,3.0,3.0,3.06,No,No,High
603,2019.0,2.0,3.0,E,Urban,Home,38,wifi,14000,High School,E,E5,1.5,1.75,1.75,2.75,2,Mom or Dad,Apart,Master,Doctoral,Mother,Private,Public,1060000,1.5,1.5,1.5,0.5,2.0,0.5,1.0,1.5,2.0,1.5,3.0,1.92,No,No,High
604,2019.0,3.0,3.0,BKK,Urban,Home,24,wifi,6000,High School,BKK,BKK1,2.0,1.75,2.5,2.25,3,Parents,Together,Master,Doctoral,Father,Freelance,Private,710000,2.0,2.0,2.0,1.0,1.5,2.0,2.0,2.0,2.0,1.5,2.5,2.26,No,No,Medium
606,2019.0,2.0,18.0,BKK,Urban,Home,14,wifi,15000,Vocational School,BKK,BKK1,1.75,2.0,1.75,1.75,3,Parents,Together,Master,Bachelor,Mother,Private,Freelance,2150000,1.5,1.5,2.5,0.5,1.5,0.0,1.5,1.5,1.5,1.5,2.5,1.77,No,No,Medium
607,2019.0,3.0,3.0,S,Urban,Home,117,mobile,12000,Vocational School,S,S8,2.25,2.25,1.75,2.5,3,Parents,Together,Doctoral,Master,Mother,Business,Private,600000,2.0,2.0,3.0,1.5,2.5,1.0,1.0,2.0,1.0,2.5,2.0,2.08,No,No,Low
609,2019.0,3.0,0.0,NE,Urban,Apartment,76,wifi,12000,High School,NE,NE6,3.5,3.0,3.0,4.0,3,Alone,Apart,Bachelor,Master,Mother,Private,Private,790000,3.0,3.0,4.0,1.5,2.5,3.0,2.5,3.0,2.5,3.0,0.0,2.69,No,No,No
610,2019.0,1.0,18.0,BKK,Urban,Home,78,wifi,7000,Vocational School,BKK,BKK8,3.25,3.75,3.5,3.5,3,Parents,Together,Master,Master,Father,Public,Business,760000,3.0,2.0,2.0,2.0,3.5,2.5,2.5,3.0,2.0,3.0,2.0,2.85,No,No,Low
611,2019.0,2.0,18.0,BKK,Urban,Home,70,wifi,15000,High School,BKK,BKK2,2.5,2.75,2.5,1.5,4,Parents,Together,Master,Bachelor,Mother,Business,Public,1830000,2.0,1.5,1.5,1.0,2.5,1.0,2.0,2.5,0.5,1.5,4.0,2.28,No,No,Medium
612,2019.0,1.0,4.0,BKK,Urban,Home,78,mobile,7000,Vocational School,BKK,BKK3,1.75,1.75,1.5,1.75,4,Parents,Together,Vocational,High School,Mother,Public,Business,550000,1.5,1.5,1.0,0.0,1.5,1.0,2.0,1.5,1.5,0.5,2.0,1.76,No,No,Medium
613,2019.0,3.0,0.0,NE,Rural,Apartment,24,wifi,15000,High School,NE,NE7,3.25,3.0,2.75,3.0,3,Alone,Together,Doctoral,Master,Mother,Private,Freelance,1910000,3.0,3.0,3.5,2.0,2.5,1.0,3.5,3.5,2.0,3.5,2.0,3.01,No,No,Medium
615,2019.0,2.0,18.0,BKK,Urban,Home,65,wifi,10000,Vocational School,BKK,BKK4,2.5,3.0,1.5,2.5,2,Mom or Dad,Apart,High School,High School,Father,Private,Private,400000,2.0,2.0,2.0,1.0,2.5,1.0,2.0,2.0,1.0,2.0,3.0,2.28,No,No,Medium
617,2019.0,2.0,18.0,BKK,Urban,Home,44,wifi,8000,High School,BKK,BKK2,2.0,2.25,2.5,2.5,4,Parents,Together,Master,Bachelor,Father,Private,Business,990000,2.0,1.5,2.0,1.5,2.5,2.0,2.5,1.0,1.0,2.5,3.0,2.17,No,No,No
619,2019.0,1.0,18.0,BKK,Urban,Home,15,mobile,15000,Vocational School,BKK,BKK7,3.0,2.75,3.0,3.25,4,Alone,Together,Bachelor,Master,Father,Business,Public,2440000,3.0,2.0,2.5,2.5,3.5,3.0,3.0,2.5,3.0,3.0,4.0,3.2,No,No,Medium
620,2019.0,2.0,18.0,BKK,Urban,Home,86,wifi,9000,Vocational School,BKK,BKK3,2.75,3.0,2.75,2.75,3,Parents,Together,Doctoral,Doctoral,Father,Private,Business,1040000,2.5,1.5,2.0,2.5,3.5,2.0,3.5,2.5,1.0,3.0,1.5,2.72,No,No,High
621,2019.0,2.0,3.0,S,Urban,Apartment,19,mobile,6000,High School,S,S6,1.5,1.75,1.75,3.25,4,Alone,Together,Bachelor,Bachelor,Father,Private,Public,750000,1.5,1.0,1.5,0.5,0.5,1.5,1.5,1.0,1.5,2.5,3.0,1.81,No,No,High
622,2019.0,2.0,0.0,S,Urban,Apartment,24,wifi,11000,High School,S,S1,1.75,1.75,2.25,2.75,4,Alone,Together,Master,Doctoral,Father,Private,Public,950000,2.0,1.5,2.0,1.0,1.5,1.5,2.0,1.5,1.5,1.0,3.5,1.97,No,No,Medium
623,2019.0,2.0,18.0,BKK,Urban,Apartment,75,mobile,8000,High School,BKK,BKK10,1.75,2.0,2.75,1.75,3,Alone,Together,Bachelor,Vocational,Father,Public,Private,560000,1.5,2.0,2.0,0.5,1.0,0.5,1.5,1.5,1.0,2.0,2.5,1.97,No,No,No
624,2019.0,2.0,18.0,BKK,Urban,Home,28,wifi,11000,High School,BKK,BKK6,1.75,2.0,1.75,1.75,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Freelance,Freelance,1310000,1.5,1.5,2.5,0.5,1.5,2.0,1.5,1.0,1.5,1.5,3.0,2.0,No,No,High
625,2019.0,2.0,18.0,BKK,Urban,Apartment,56,mobile,8000,Vocational School,BKK,BKK2,1.5,2.0,1.75,1.75,3,Roommates,Together,High School,Primary,Mother,Public,Private,310000,1.5,2.0,3.0,0.5,1.5,1.0,1.5,1.5,1.0,3.0,3.0,2.16,No,No,No
626,2019.0,2.0,18.0,BKK,Urban,Home,30,wifi,14000,High School,BKK,BKK10,2.25,2.25,2.25,1.75,3,Parents,Together,Doctoral,Doctoral,Father,Public,Business,930000,2.0,1.5,2.0,1.0,2.5,0.5,2.5,2.5,0.5,1.5,2.5,2.05,No,Yes,High
627,2019.0,2.0,18.0,BKK,Urban,Home,23,wifi,8000,High School,BKK,BKK2,1.5,3.25,2.0,1.75,3,Parents,Together,Doctoral,Doctoral,Father,Private,Public,960000,1.5,1.5,1.5,0.5,1.0,2.0,1.0,1.0,0.5,2.0,3.5,1.81,No,No,Medium
628,2019.0,2.0,3.0,BKK,Urban,Home,14,wifi,15000,Vocational School,BKK,BKK9,1.75,2.0,2.0,3.5,3,Mom or Dad,Apart,Master,Doctoral,Mother,Business,Private,630000,2.0,1.5,2.5,1.0,2.0,1.5,2.0,2.5,1.5,2.0,4.0,2.3,No,No,Medium
630,2019.0,1.0,18.0,BKK,Urban,Home,96,wifi,15000,Vocational School,BKK,BKK4,3.0,3.25,2.5,2.75,3,Mom or Dad,Apart,Master,Master,Mother,Private,Freelance,3270000,3.0,2.0,2.5,2.0,3.0,2.5,3.5,3.5,4.0,3.5,0.0,2.82,No,No,Medium
631,2019.0,3.0,18.0,BKK,Urban,Home,44,mobile,8000,High School,BKK,BKK6,2.25,2.0,2.5,1.5,4,Parents,Together,Vocational,High School,Father,Freelance,Business,560000,2.0,1.5,1.5,1.5,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.51,No,Yes,High
632,2019.0,2.0,0.0,E,Urban,Apartment,32,wifi,14000,High School,E,E8,1.75,2.0,2.25,2.0,3,Alone,Together,Bachelor,Vocational,Mother,Freelance,Business,1670000,1.5,2.0,2.5,0.5,1.5,1.0,1.5,1.0,1.0,2.0,2.0,2.04,No,No,Low
633,2019.0,2.0,3.0,BKK,Urban,Home,31,wifi,9000,High School,BKK,BKK10,1.75,1.75,1.75,1.75,3,Mom or Dad,Apart,Vocational,Vocational,Mother,Business,Business,550000,1.5,2.0,2.5,0.5,1.5,2.5,1.5,2.0,0.0,1.0,3.5,2.01,No,No,No
634,2019.0,1.0,18.0,BKK,Urban,Home,34,wifi,13000,Vocational School,BKK,BKK6,3.0,2.75,2.5,2.75,3,Parents,Together,Bachelor,Vocational,Mother,Private,Business,1520000,3.0,2.5,3.5,1.5,2.0,3.5,2.5,3.0,1.5,4.0,1.5,2.86,No,No,Medium
635,2019.0,2.0,0.0,E,Rural,Apartment,75,wifi,15000,High School,E,E3,3.25,2.75,3.25,3.5,3,Alone,Apart,Bachelor,Vocational,Mother,Private,Business,950000,2.5,1.5,3.0,1.5,2.0,2.0,3.5,2.0,2.5,2.0,1.5,2.57,No,No,Medium
636,2019.0,2.0,18.0,BKK,Urban,Apartment,28,wifi,9000,Vocational School,BKK,BKK6,2.75,2.75,2.25,2.5,3,Alone,Together,Bachelor,Vocational,Mother,Business,Private,1040000,2.5,2.5,2.5,2.0,2.5,1.5,2.5,2.5,2.0,3.5,1.0,2.43,No,No,Medium
637,2019.0,2.0,19.0,BKK,Urban,Home,114,mobile,10000,Vocational School,BKK,BKK7,3.25,2.75,2.25,2.25,2,Mom or Dad,Apart,Doctoral,Master,Mother,Public,Private,920000,3.0,2.5,3.0,2.0,3.0,2.5,3.5,2.5,2.0,2.5,1.0,2.65,No,No,High
639,2019.0,2.0,3.0,BKK,Urban,Home,72,mobile,15000,Vocational School,BKK,BKK3,3.25,2.75,3.75,3.0,2,Mom or Dad,Apart,Doctoral,Doctoral,Mother,Public,Freelance,990000,2.5,2.5,3.0,1.5,2.5,3.0,3.0,3.5,1.5,2.5,3.0,2.65,No,No,Medium
640,2019.0,3.0,3.0,E,Urban,Apartment,73,wifi,7000,High School,E,E3,3.0,3.25,3.5,2.25,4,Roommates,Together,Doctoral,Doctoral,Father,Business,Public,890000,3.0,3.0,4.0,2.0,2.5,1.5,3.0,3.0,2.5,2.0,2.0,2.94,No,No,No
641,2019.0,3.0,0.0,E,Rural,Apartment,80,wifi,13000,High School,E,E9,1.5,1.75,1.75,1.75,3,Alone,Together,Bachelor,Master,Mother,Public,Freelance,870000,1.0,1.0,2.0,0.5,2.0,1.0,1.0,2.0,0.0,1.0,0.5,1.65,No,No,Low
643,2019.0,2.0,0.0,E,Rural,Home,63,wifi,9000,High School,E,E7,2.0,2.0,1.75,1.75,4,Parents,Together,Bachelor,Vocational,Father,Freelance,Business,850000,2.0,1.5,1.5,1.0,1.0,1.0,2.0,2.0,1.5,1.5,4.0,2.15,No,No,High
644,2019.0,1.0,18.0,BKK,Urban,Home,15,mobile,15000,Vocational School,BKK,BKK7,3.0,2.5,3.5,3.0,4,Parents,Together,Bachelor,Bachelor,Father,Private,Private,2940000,3.0,3.0,4.0,2.0,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.92,Yes,No,Medium
645,2019.0,2.0,3.0,BKK,Urban,Home,45,wifi,13000,Vocational School,BKK,BKK8,3.25,2.75,3.5,2.75,2,Mom or Dad,Apart,Doctoral,Doctoral,Father,Business,Freelance,860000,3.0,2.5,3.0,2.0,3.5,1.0,3.0,2.5,2.0,3.0,2.5,2.71,No,Yes,High
646,2019.0,2.0,0.0,S,Urban,Apartment,69,mobile,8000,High School,S,S3,2.5,3.0,2.5,3.0,2,Alone,Apart,Bachelor,Vocational,Mother,Public,Private,770000,2.0,0.5,0.5,1.0,1.5,2.5,2.0,3.0,0.0,2.5,3.5,2.07,No,No,Low
647,2019.0,2.0,18.0,BKK,Urban,Home,62,wifi,11000,Vocational School,BKK,BKK8,2.0,2.25,2.0,1.75,2,Mom or Dad,Apart,High School,Primary,Mother,Freelance,Private,540000,2.0,1.5,2.5,1.5,2.5,0.5,2.5,2.0,2.0,1.5,3.5,2.29,No,Yes,High
650,2019.0,2.0,19.0,BKK,Urban,Home,31,wifi,8000,Vocational School,BKK,BKK8,1.5,1.75,1.75,2.5,5,Parents,Together,Master,Master,Mother,Private,Private,750000,1.5,2.5,3.5,1.0,2.0,1.0,2.0,0.5,0.5,1.5,3.0,2.09,No,No,Medium
651,2019.0,2.0,0.0,S,Urban,Apartment,55,wifi,15000,High School,S,S9,3.25,3.0,3.25,2.75,4,Alone,Together,Master,Bachelor,Father,Freelance,Freelance,1800000,3.0,3.5,3.0,2.0,2.0,1.5,3.5,2.5,3.5,2.5,2.5,2.99,No,No,Low
652,2019.0,1.0,18.0,BKK,Urban,Home,11,wifi,8000,Vocational School,BKK,BKK5,3.5,2.75,3.75,3.25,3,Parents,Together,Master,Doctoral,Mother,Freelance,Public,1000000,3.0,3.0,3.5,2.5,3.5,3.5,3.0,3.0,1.5,3.0,2.0,3.06,Yes,No,Medium
653,2019.0,2.0,0.0,E,Urban,Apartment,32,wifi,13000,Vocational School,BKK,BKK3,2.5,3.0,2.25,2.5,2,Roommates,Apart,Master,Bachelor,Father,Freelance,Private,1560000,2.5,3.0,4.0,1.5,2.0,2.0,3.0,2.5,2.0,3.0,1.5,2.6,No,No,Low
654,2019.0,2.0,0.0,E,Urban,Apartment,67,mobile,12000,High School,E,E9,2.5,2.75,2.75,2.0,2,Roommates,Apart,Vocational,High School,Mother,Public,Business,580000,2.5,2.5,2.5,1.5,2.5,0.0,2.5,2.0,1.5,2.5,4.0,2.38,No,No,Medium
655,2019.0,2.0,19.0,BKK,Urban,Home,74,mobile,6000,Vocational School,BKK,BKK3,2.0,1.75,2.0,3.25,2,Mom or Dad,Apart,Vocational,Vocational,Mother,Freelance,Freelance,550000,2.0,1.5,1.0,1.0,2.0,1.5,2.5,2.5,1.0,2.5,3.0,2.28,No,Yes,Low
656,2019.0,1.0,18.0,BKK,Urban,Home,85,wifi,9000,Vocational School,BKK,BKK7,3.5,4.0,3.75,3.75,3,Parents,Together,Bachelor,Vocational,Father,Business,Public,650000,3.0,3.0,3.5,2.0,2.5,2.5,3.5,3.0,2.0,3.0,1.5,2.95,No,Yes,Medium
657,2019.0,3.0,0.0,E,Rural,Apartment,56,wifi,15000,High School,E,E9,3.0,3.0,3.25,3.25,3,Alone,Apart,Doctoral,Doctoral,Father,Business,Business,2060000,2.5,2.0,3.0,1.5,2.5,3.0,2.0,2.5,2.0,2.0,2.5,2.45,No,No,Medium
658,2019.0,2.0,19.0,BKK,Urban,Home,76,wifi,9000,Vocational School,BKK,BKK5,3.0,2.0,2.5,2.75,3,Mom or Dad,Apart,Bachelor,Master,Father,Freelance,Freelance,1130000,2.5,2.5,2.5,1.5,2.5,2.0,2.0,2.5,2.0,2.0,1.0,2.24,No,No,No
662,2019.0,2.0,3.0,BKK,Urban,Home,64,wifi,15000,High School,BKK,BKK4,2.0,2.25,2.0,1.75,4,Parents,Together,Bachelor,Bachelor,Mother,Business,Private,1830000,2.0,3.0,3.0,0.5,1.5,2.5,3.0,2.0,1.0,2.5,0.5,2.41,No,No,Medium
663,2019.0,2.0,0.0,E,Urban,Apartment,50,wifi,11000,High School,E,E3,3.0,2.75,3.0,3.25,4,Alone,Together,Bachelor,Master,Father,Business,Business,1150000,3.0,2.5,3.0,2.5,3.0,2.5,4.0,2.5,1.0,3.5,3.0,2.89,Yes,No,Medium
664,2019.0,2.0,19.0,BKK,Urban,Apartment,85,mobile,12000,Vocational School,BKK,BKK8,2.25,2.25,3.5,2.0,4,Roommates,Together,Master,Bachelor,Father,Business,Business,720000,2.0,0.5,1.0,0.5,1.0,2.5,2.0,2.5,1.0,2.5,3.0,1.91,No,No,Medium
665,2019.0,2.0,18.0,BKK,Urban,Apartment,75,mobile,6000,Vocational School,BKK,BKK4,2.25,2.25,1.75,3.25,4,Alone,Together,Doctoral,Doctoral,Father,Freelance,Freelance,750000,2.0,1.0,1.5,1.0,1.5,0.0,2.5,2.0,1.5,1.5,2.5,1.84,No,No,High
667,2019.0,2.0,0.0,S,Urban,Apartment,24,wifi,15000,Vocational School,BKK,BKK7,2.0,1.75,1.5,2.5,3,Alone,Together,Bachelor,Master,Mother,Freelance,Private,950000,2.0,1.5,2.5,1.0,1.5,1.0,1.5,2.0,2.5,2.0,3.0,2.24,No,No,Medium
668,2019.0,2.0,0.0,E,Urban,Apartment,76,mobile,15000,High School,BKK,BKK5,3.0,3.5,3.25,2.5,2,Alone,Apart,Bachelor,Vocational,Mother,Private,Public,1820000,3.0,2.5,2.5,2.0,3.0,2.0,3.5,2.0,2.0,2.5,2.0,2.61,No,No,High
669,2019.0,1.0,18.0,BKK,Urban,Home,14,wifi,9000,Vocational School,BKK,BKK1,1.75,2.0,1.75,1.75,3,Parents,Together,High School,Primary,Father,Public,Private,360000,1.0,1.5,2.0,0.5,2.0,0.0,1.0,1.0,2.5,2.0,3.5,1.9,No,No,Medium
671,2019.0,2.0,3.0,BKK,Urban,Home,12,wifi,14000,Vocational School,BKK,BKK6,1.75,1.75,2.25,2.0,4,Parents,Together,Bachelor,Vocational,Father,Freelance,Public,950000,2.0,2.0,2.5,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.44,No,No,High
672,2019.0,2.0,3.0,E,Rural,Apartment,12,wifi,15000,High School,E,E5,3.0,3.5,3.25,2.5,4,Alone,Together,Doctoral,Doctoral,Mother,Freelance,Freelance,1690000,3.0,3.5,4.0,2.0,2.0,3.0,3.0,3.0,1.5,4.0,0.5,2.82,Yes,No,Medium
674,2019.0,2.0,18.0,BKK,Urban,Home,83,wifi,15000,Vocational School,BKK,BKK1,3.5,3.25,3.5,3.5,4,Parents,Together,Master,Doctoral,Father,Freelance,Private,2920000,3.5,3.5,3.0,2.5,4.0,3.5,4.0,4.0,3.0,2.5,3.5,3.46,No,No,Medium
675,2019.0,1.0,18.0,BKK,Urban,Home,66,wifi,7000,Vocational School,BKK,BKK6,2.25,2.25,1.75,1.75,3,Parents,Together,Bachelor,Vocational,Father,Business,Private,830000,2.0,1.5,1.5,1.0,2.0,2.5,2.5,2.0,2.0,2.5,0.5,2.22,No,No,Medium
676,2019.0,2.0,18.0,BKK,Urban,Home,74,wifi,14000,Vocational School,BKK,BKK3,2.5,2.0,2.0,3.25,3,Parents,Together,Master,Doctoral,Father,Private,Public,1720000,2.5,2.5,3.5,1.5,2.0,2.5,2.5,3.0,2.0,1.5,3.0,2.56,No,No,Medium
677,2019.0,3.0,0.0,S,Urban,Home,40,wifi,6000,High School,S,S1,3.5,3.75,3.0,2.25,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Business,660000,3.0,3.0,3.0,2.5,4.0,1.0,3.0,3.5,2.5,3.5,2.0,3.0,No,No,Medium
679,2019.0,1.0,18.0,BKK,Urban,Home,63,wifi,14000,Vocational School,BKK,BKK4,2.5,2.5,2.5,1.75,4,Parents,Together,Master,Master,Father,Public,Public,1700000,2.5,2.5,3.0,2.0,2.5,2.0,2.5,2.5,2.0,3.0,2.0,2.77,Yes,No,No
680,2019.0,1.0,18.0,BKK,Urban,Apartment,82,wifi,12000,Vocational School,BKK,BKK4,3.0,3.5,3.25,2.5,4,Roommates,Together,Primary,Primary,Father,Public,Private,530000,3.0,2.5,3.0,2.0,2.5,4.0,3.0,3.0,3.5,3.5,1.5,3.02,No,No,High
681,2019.0,2.0,0.0,S,Rural,Apartment,23,wifi,15000,High School,S,S8,1.75,1.75,2.25,1.75,3,Alone,Together,Doctoral,Master,Father,Public,Business,2260000,1.5,0.0,1.0,0.5,2.0,2.0,2.0,1.0,0.5,3.0,2.5,1.91,No,No,Medium
682,2019.0,2.0,18.0,BKK,Urban,Home,16,wifi,15000,Vocational School,BKK,BKK5,2.5,2.25,3.0,2.25,3,Mom or Dad,Apart,Bachelor,Master,Father,Private,Private,740000,2.0,2.0,2.5,0.5,1.0,0.5,2.0,1.5,2.5,2.5,3.0,2.16,No,No,Medium
683,2019.0,2.0,3.0,BKK,Urban,Home,51,mobile,15000,Vocational School,BKK,BKK5,2.25,2.75,2.25,1.75,5,Roommates,Together,Doctoral,Doctoral,Father,Public,Freelance,1780000,2.0,1.5,2.0,1.0,2.0,2.5,2.5,2.0,0.0,2.5,0.0,2.03,No,No,Medium
685,2019.0,2.0,3.0,BKK,Urban,Home,86,wifi,5000,High School,BKK,BKK8,3.5,3.0,3.25,3.5,4,Parents,Together,Master,Bachelor,Father,Public,Freelance,600000,3.5,2.5,2.5,3.0,3.5,2.5,3.0,3.5,3.5,3.5,4.0,3.3,Yes,No,Medium
688,2019.0,2.0,18.0,BKK,Urban,Home,7,wifi,15000,Vocational School,BKK,BKK2,2.25,2.0,2.0,2.75,4,Parents,Together,Bachelor,Bachelor,Father,Business,Private,1860000,2.0,1.5,1.5,1.5,2.5,3.5,2.0,2.0,1.5,2.0,3.0,2.46,No,No,High
690,2019.0,3.0,19.0,BKK,Urban,Apartment,87,mobile,13000,High School,BKK,BKK4,1.5,2.0,1.75,2.75,2,Alone,Apart,Bachelor,Bachelor,Mother,Business,Freelance,510000,1.0,1.5,2.0,0.0,1.0,1.0,1.0,1.5,0.0,1.0,3.0,1.65,No,No,High
692,2019.0,2.0,18.0,BKK,Urban,Home,50,mobile,15000,Vocational School,BKK,BKK3,1.5,1.75,1.75,1.75,2,Mom or Dad,Apart,Bachelor,Vocational,Mother,Business,Business,630000,1.5,2.0,2.5,0.5,0.5,1.5,1.5,1.0,2.5,1.5,2.5,1.84,No,No,Medium
694,2019.0,2.0,0.0,S,Urban,Apartment,85,wifi,9000,High School,S,S9,3.0,3.25,2.5,3.5,4,Roommates,Together,Doctoral,Doctoral,Father,Business,Public,860000,3.0,3.0,3.0,2.0,4.0,3.0,3.5,3.0,2.5,2.5,2.5,3.08,Yes,No,Low
695,2019.0,3.0,0.0,E,Urban,Apartment,47,mobile,8000,Vocational School,E,E2,1.5,2.0,2.0,1.75,4,Alone,Together,Doctoral,Doctoral,Father,Freelance,Public,770000,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,2.0,1.34,No,No,Low
696,2019.0,2.0,18.0,BKK,Urban,Home,6,wifi,6000,High School,BKK,BKK6,2.75,3.25,3.25,3.0,4,Parents,Together,Master,Doctoral,Father,Private,Freelance,690000,2.5,2.5,3.5,1.5,2.5,0.5,3.5,2.5,1.0,3.0,1.5,2.37,No,No,Low
697,2019.0,2.0,19.0,BKK,Urban,Home,33,wifi,10000,Vocational School,BKK,BKK3,3.0,3.25,2.75,2.5,2,Mom or Dad,Apart,Master,Master,Mother,Public,Private,1160000,2.5,3.0,3.5,2.0,3.0,2.5,3.5,2.0,1.5,3.0,3.0,2.97,No,Yes,High
