Student_ID,Year_of_Entry,TCAS_channels_,Gender,Age,Years_Living_in_BKK,Hometown REGION,Address_Type,Where_to_stay,Time_spent_for_traveling,InternetAccess_at_Home,Living_expenses_,Type_of_prior_school,Prior_School_Province REGION,School name,Math,Physics_,Chemistry_,Biology_,Family_Size,Stay_with,Family_status,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Household_income,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,University_GPAx 1st year,Scholarship : Excellent Performance,Scholarship : Financial Aid,Participation_on_Activities
0632,2019,3,Male,18,18,BKK,Urban,Apartment,78,Wifi,41000,Vocational School,BKK,BKK8,2,2.5,3,4,3,Alone,Together,Master,Master,Father,Freelance,Freelance,4890000,2,2,2,2,2.5,2,2,2.5,1.5,2,2,2.39,No,No,Low
0633,2019,3,Female,18,18,BKK,Urban,Home,12,Wifi,42000,Vocational School,BKK,BKK6,2,4,2,3.5,3,Parents,Together,Bachelor,Vocational,Father,Freelance,Freelance,5050000,2,1,1.5,2.5,2.5,1,2.5,3,1,2,2,2.26,No,No,High
0634,2019,2,Female,18,0,S,Urban,Apartment,64,Mobile,17000,Vocational School,S,S2,2.5,2.5,3,3.5,3,Alone,Together,Bachelor,Master,Father,Freelance,Public,690000,2,1,1.5,2.5,2.5,2.5,2.5,2.5,1.5,2,3,2.25,No,No,Medium
0635,2019,2,Male,19,0,S,Rural,Apartment,74,Mobile,12000,High School,S,S6,3.5,2,3.5,3.5,3,Alone,Together,Master,Bachelor,Father,Private,Business,930000,3,2.5,3,4,4,3,4,3.5,3,3,2.5,3.32,No,No,No
0636,2019,2,Female,18,0,N,Urban,Apartment,108,Wifi,10000,High School,N,N10,4,3.5,4,2.5,3,Alone,Together,Master,Bachelor,Father,Freelance,Private,1030000,3.5,2,2,3.5,2,3.5,4,3.5,1,4,2,2.85,No,No,High
0637,2019,2,Male,18,0,S,Urban,Apartment,6,Mobile,8000,High School,S,S3,2,2.5,2,4,2,Alone,Apart,Doctoral,Master,Mother,Freelance,Public,930000,1.5,1.5,1,2,2,2.5,1,2.5,1,1.5,1.5,1.96,No,No,Low
0638,2019,2,Male,18,18,BKK,Urban,Home,40,Wifi,7000,High School,BKK,BKK5,3,3.5,2,2.5,3,Parents,Together,Vocational,High School,Father,Private,Private,500000,3,2.5,2.5,3,2.5,2.5,3,2.5,2,3,4,2.82,No,No,High
0639,2019,3,Male,18,0,N,Rural,Apartment,37,Wifi,10000,High School,N,N2,2.5,4,4,4,4,Alone,Together,Doctoral,Master,Father,Public,Public,1040000,2.5,2,1.5,2,2,2,3,2,1.5,2.5,2.5,2.48,No,No,High
0640,2019,3,Male,19,0,NE,Urban,Apartment,7,Mobile,7000,High School,BKK,BKK7,4,4,3,2,3,Alone,Together,High School,Vocational,Mother,Business,Private,280000,4,4,4,4,4,4,4,3.5,4,4,2,3.7,No,No,Low
0641,2019,3,Female,18,18,BKK,Urban,Home,54,Wifi,15000,Vocational School,BKK,BKK5,2.5,2,2.5,4,4,Parents,Together,Master,Master,Father,Private,Public,1010000,2.5,2,1.5,2,2,2,2,2.5,1.5,1.5,1.5,2.3,No,No,High
0642,2019,2,Female,18,0,S,Urban,Apartment,9,Mobile,6000,High School,BKK,BKK2,2,3,3.5,3.5,4,Roommates,Together,High School,Primary,Mother,Private,Public,370000,1.5,1,1.5,1.5,1.5,1,1.5,2,0.5,1,3.5,1.95,No,No,High
0643,2019,2,Female,18,0,S,Rural,Apartment,6,Mobile,5000,High School,S,S8,2,2,2,3,3,Alone,Together,Vocational,Vocational,Mother,Public,Public,280000,2,1,1,2,1.5,1,3,2.5,2,2,3.5,2.31,No,No,Medium
0644,2019,3,Female,18,0,NE,Urban,Apartment,67,Wifi,22000,High School,NE,NE1,3,3,4,2.5,3,Alone,Together,Master,Master,Mother,Freelance,Business,1170000,3,2,2,3,2.5,3,3.5,3.5,3,4,3,3.12,No,No,Medium
0645,2019,2,Female,18,18,BKK,Urban,Home,66,Wifi,9000,High School,BKK,BKK6,3,2,2.5,3.5,3,Parents,Together,Doctoral,Doctoral,Mother,Public,Freelance,1100000,3,3,3,3.5,3,3,3,3,1.5,3.5,3,3.14,No,Yes,Medium
0646,2019,3,Male,18,3,NE,Urban,Home,59,Wifi,16000,High School,NE,NE3,3,4,2,2.5,3,Parents,Together,Bachelor,Bachelor,Father,Freelance,Public,900000,3,3,3,3.5,3.5,2.5,3,3,3,3.5,1,2.97,Yes,No,High
0647,2019,2,Female,18,18,BKK,Urban,Apartment,50,Mobile,8000,Vocational School,BKK,BKK8,2,3.5,4,2.5,3,Alone,Together,Bachelor,Master,Father,Public,Private,320000,2,1.5,3,2,3,1.5,1.5,2.5,2,3,2,2.34,No,No,Medium
0648,2019,2,Male,18,0,N,Urban,Apartment,32,Wifi,34000,High School,N,N4,2.5,2.5,3.5,4,3,Roommates,Together,Doctoral,Doctoral,Father,Freelance,Freelance,4040000,2.5,2,2.5,3,2.5,1,3.5,3,2,2.5,3,2.66,No,No,Medium
0649,2019,2,Female,18,18,BKK,Urban,Apartment,23,Mobile,8000,Vocational School,BKK,BKK3,2.5,3,4,3.5,3,Alone,Apart,Master,Bachelor,Mother,Freelance,Public,800000,2.5,2,2,2.5,2,0.5,3,2.5,2,3,3.5,2.53,No,No,Medium
0650,2019,3,Male,19,19,BKK,Urban,Home,70,Wifi,16000,High School,BKK,BKK3,3.5,4,2,4,3,Parents,Together,Doctoral,Doctoral,Father,Freelance,Private,1450000,3,3,3.5,2.5,2.5,3.5,3,2.5,3,3.5,2,3.1,No,No,Medium
0651,2019,2,Male,18,0,NE,Urban,Apartment,54,Wifi,51000,High School,NE,NE9,2.5,3.5,3,3.5,3,Alone,Together,Master,Bachelor,Mother,Private,Business,6140000,2,2.5,2,2,0.5,2,2,2,0.5,3,3.5,2.27,No,No,High
0652,2019,3,Female,18,18,BKK,Urban,Apartment,30,Mobile,10000,Vocational School,BKK,BKK10,2,3.5,2.5,2,3,Alone,Together,Bachelor,Bachelor,Father,Business,Private,1180000,1.5,1,1,2,2,1,1.5,1.5,0.5,2,4,2.1,No,No,Low
0653,2019,2,Male,18,3,BKK,Urban,Home,77,Wifi,14000,Vocational School,BKK,BKK6,2,3.5,3.5,2.5,3,Parents,Together,Master,Bachelor,Father,Private,Business,910000,2,1.5,1,2,2.5,2,1.5,2.5,2.5,2,2.5,2.23,No,No,High
0654,2019,2,Male,18,18,BKK,Urban,Home,14,Wifi,11000,Vocational School,BKK,BKK9,2,4,3,2,3,Parents,Together,Bachelor,Bachelor,Father,Public,Public,1310000,2,2,2,2.5,3,1.5,2.5,2,1.5,1.5,2,2.37,No,No,High
0655,2019,2,Female,18,0,S,Urban,Apartment,28,Wifi,48000,High School,S,S10,2.5,3,3.5,2.5,2,Alone,Apart,Master,Doctoral,Father,Public,Freelance,5700000,2.5,2.5,3.5,2.5,2.5,2.5,2.5,3,3,3,2,2.78,No,No,High
0656,2019,3,Female,18,0,E,Urban,Apartment,17,Mobile,6000,High School,E,E9,3.5,3.5,2.5,2,3,Roommates,Apart,Primary,Primary,Mother,Business,Public,250000,3,3.5,3,3,2,4,3,3,4,4,4,3.33,Yes,No,No
0657,2019,3,Male,18,18,BKK,Urban,Home,55,Wifi,12000,Vocational School,BKK,BKK4,2.5,2,3.5,2,4,Parents,Together,Master,Master,Father,Business,Public,1000000,2.5,2,2.5,2.5,2,1.5,2.5,3.5,2,3.5,2,2.6,No,No,No
0658,2019,2,Male,18,18,BKK,Urban,Home,63,Wifi,7000,Vocational School,BKK,BKK6,2.5,4,4,2.5,3,Parents,Together,Master,Doctoral,Father,Public,Business,840000,1.5,0.5,1,2,2,2,1.5,2.5,1,1.5,3.5,2.05,No,No,High
0659,2019,2,Male,18,0,N,Urban,Apartment,16,Wifi,17000,High School,BKK,BKK10,3.5,4,2,3.5,4,Alone,Together,Master,Doctoral,Mother,Freelance,Business,1060000,3,3.5,3.5,3.5,3,1.5,2.5,3,3,3.5,2.5,3.06,No,No,High
0660,2019,3,Male,18,18,BKK,Urban,Apartment,10,Wifi,15000,Vocational School,BKK,BKK10,4,2,3,3.5,2,Alone,Apart,Doctoral,Master,Mother,Business,Public,1840000,3.5,3.5,4,3.5,4,2,4,3.5,3,4,4,3.63,Yes,No,High
0661,2019,2,Female,18,0,N,Urban,Apartment,33,Wifi,8000,High School,N,N1,4,3,2.5,2,3,Alone,Apart,Doctoral,Doctoral,Mother,Freelance,Public,950000,3.5,4,3.5,3.5,4,2,3.5,4,2.5,3.5,1,3.2,No,No,No
0662,2019,2,Female,18,18,BKK,Urban,Home,74,Wifi,6000,Vocational School,BKK,BKK6,3.5,3.5,3,2,3,Parents,Together,Doctoral,Doctoral,Father,Private,Public,770000,3,3.5,4,3,2.5,2,3,4,0,3.5,2,2.93,No,No,Low
0663,2019,2,Male,19,0,N,Urban,Apartment,73,Mobile,8000,High School,N,N7,3,3,4,2.5,3,Alone,Together,Primary,High School,Mother,Public,Public,350000,2.5,1.5,2,2.5,2,2.5,3,2,2,3,2.5,2.63,No,No,Low
0664,2019,3,Female,18,0,S,Urban,Apartment,104,Wifi,48000,High School,S,S3,2.5,3,3.5,2.5,3,Alone,Together,Bachelor,Master,Mother,Private,Public,5770000,2,2.5,3,2,2.5,1.5,2.5,2,2.5,2.5,0.5,2.46,No,No,High
0665,2019,3,Male,18,0,NE,Rural,Apartment,94,Wifi,46000,Vocational School,BKK,BKK5,3,3.5,3,3,3,Alone,Together,Master,Master,Father,Private,Public,5550000,3,3.5,4,3,3,4,3.5,3,2.5,4,2,3.22,Yes,No,High
0666,2019,2,Female,18,3,NE,Rural,Apartment,58,Mobile,14000,Vocational School,NE,NE9,2,3.5,3,4,3,Alone,Together,Doctoral,Doctoral,Mother,Business,Private,640000,2,1.5,2.5,1.5,1.5,1,2,1.5,2.5,2.5,4,2.15,No,No,Medium
0667,2019,2,Male,18,0,N,Urban,Apartment,90,Mobile,5000,High School,N,N9,3,4,2,3,4,Alone,Together,Primary,High School,Father,Freelance,Business,250000,2.5,2.5,3,3,2.5,1,3,2.5,2.5,2,3.5,2.69,No,No,Low
0668,2019,3,Male,18,18,BKK,Urban,Home,61,Wifi,12000,Vocational School,BKK,BKK2,2.5,4,3,2,4,Parents,Together,Primary,Primary,Mother,Public,Private,470000,2.5,2,2.5,2.5,2.5,3,3,1.5,1.5,2,2.5,2.63,No,No,Medium
0669,2019,2,Male,18,0,N,Urban,Apartment,35,Wifi,12000,High School,N,N1,4,4,2.5,2.5,3,Alone,Together,Bachelor,Master,Mother,Private,Freelance,1400000,3.5,3.5,4,4,3.5,2.5,4,3.5,2.5,3,1,3.26,No,No,Medium
0670,2019,2,Female,18,18,BKK,Urban,Home,55,Mobile,13000,Vocational School,BKK,BKK6,3.5,2,3.5,3,3,Parents,Together,Master,Bachelor,Father,Freelance,Public,630000,3,3,3.5,3.5,3,2,3.5,3.5,2,3.5,2,3.08,No,No,Low
0671,2019,3,Male,18,18,BKK,Urban,Home,74,Wifi,5000,Vocational School,BKK,BKK2,2,3,2,3,3,Parents,Together,Bachelor,Vocational,Father,Public,Private,630000,2,2,3,2,1.5,2,2.5,2.5,1,3,3,2.46,No,No,No
0672,2019,2,Male,18,18,BKK,Urban,Home,55,Wifi,42000,Vocational School,BKK,BKK3,2,2,4,3,4,Parents,Together,Doctoral,Doctoral,Father,Private,Business,5040000,2,2.5,3.5,2.5,2.5,1,2,1.5,1.5,2.5,4,2.47,No,No,Medium
0673,2019,2,Male,18,18,BKK,Urban,Home,86,Wifi,11000,High School,BKK,BKK5,3,2.5,4,2,3,Parents,Together,Master,Master,Father,Business,Private,900000,3,3,4,3,2.5,2,3,3,2.5,2.5,2.5,3.01,No,No,High
0674,2019,2,Male,18,0,S,Rural,Apartment,30,Wifi,11000,Vocational School,S,S5,2,3.5,2,3,4,Alone,Together,Doctoral,Master,Father,Freelance,Freelance,1270000,1.5,1.5,2,1.5,1,2.5,1.5,1,0,2.5,0.5,1.8,No,No,High
0675,2019,2,Male,18,0,NE,Rural,Apartment,79,Wifi,44000,High School,NE,NE5,2.5,4,2,4,3,Roommates,Together,Master,Doctoral,Father,Public,Freelance,5220000,2.5,2.5,2.5,2.5,3,1.5,3,2,2.5,2.5,2.5,2.52,No,No,Low
0676,2019,2,Female,19,0,N,Rural,Apartment,90,Wifi,7000,Vocational School,N,N9,2,2,4,2.5,4,Alone,Together,Master,Bachelor,Father,Public,Freelance,860000,2,1,1.5,2,2,2,2.5,2,0.5,3,4,2.31,No,No,Low
0677,2019,3,Male,20,0,NE,Urban,Apartment,73,Mobile,34000,High School,BKK,BKK4,2,3,2,3.5,3,Alone,Together,Bachelor,Master,Father,Freelance,Business,4050000,1.5,1,1,1.5,1,0.5,1.5,2,2,1.5,1,1.72,No,No,Medium
0678,2019,3,Male,19,0,S,Rural,Apartment,58,Wifi,9000,High School,BKK,BKK9,2,2,3,3,3,Alone,Together,Doctoral,Doctoral,Father,Freelance,Business,1020000,2,2.5,4,2,1.5,1.5,2,1.5,1,2.5,4,2.42,No,No,No
0679,2019,2,Female,18,18,BKK,Urban,Home,64,Wifi,11000,High School,BKK,BKK9,2.5,2,3,3,3,Parents,Together,Doctoral,Master,Father,Public,Public,1280000,2.5,1.5,2.5,3,2.5,1.5,3,1.5,1.5,2.5,2.5,2.48,No,No,Medium
0680,2019,2,Male,18,18,BKK,Urban,Home,30,Wifi,6000,High School,BKK,BKK4,2.5,3.5,3.5,2.5,4,Parents,Together,Vocational,Vocational,Father,Freelance,Freelance,250000,2.5,2.5,3,3,3,3,2.5,2.5,1,3,3,2.9,Yes,Yes,High
0681,2019,2,Male,18,0,S,Rural,Apartment,38,Mobile,51000,High School,S,S1,4,4,2,3.5,2,Roommates,Apart,Doctoral,Doctoral,Father,Private,Freelance,6070000,3.5,4,4,4,4,3,4,3.5,1.5,4,3.5,3.61,No,No,Low
0682,2019,3,Male,18,18,BKK,Urban,Home,81,Mobile,9000,Vocational School,BKK,BKK6,2,2,2.5,3.5,2,Mom or Dad,Apart,Primary,Primary,Father,Business,Public,350000,2,2,1.5,2.5,2.5,1.5,2.5,2.5,1,1.5,1.5,2.22,No,No,High
0683,2019,3,Female,18,18,BKK,Urban,Home,17,Wifi,14000,Vocational School,BKK,BKK2,4,3,3,2,3,Parents,Together,Master,Master,Father,Business,Private,1090000,3.5,2.5,2.5,3.5,3.5,2.5,3.5,3.5,2,3.5,1,3.05,No,No,Low
0684,2019,3,Female,19,19,BKK,Urban,Home,53,Wifi,9000,Vocational School,BKK,BKK9,3.5,2,2,4,3,Parents,Together,Doctoral,Master,Father,Public,Public,1090000,3.5,3.5,4,3,3,3.5,3.5,3,4,4,2.5,3.52,No,No,Low
0685,2019,2,Female,18,18,BKK,Urban,Home,66,Wifi,44000,Vocational School,BKK,BKK1,2,3.5,3.5,3.5,4,Parents,Together,Master,Doctoral,Father,Business,Private,5320000,1.5,1.5,1.5,1.5,1.5,2,1.5,1.5,0,2.5,3.5,2,No,No,Low
0686,2019,2,Female,18,0,N,Urban,Apartment,64,Wifi,12000,High School,N,N6,3,4,4,3.5,4,Alone,Together,Master,Bachelor,Father,Private,Business,1200000,2.5,1.5,2,2.5,2.5,0.5,3,2.5,2,3,2,2.32,No,No,High
0687,2019,3,Female,19,0,N,Urban,Apartment,25,Mobile,6000,High School,N,N5,2.5,4,2,3,4,Alone,Together,High School,Vocational,Father,Public,Freelance,410000,2.5,2.5,2,2.5,2.5,1.5,3,3,0,1.5,2.5,2.34,No,No,High
0688,2019,3,Male,18,18,BKK,Urban,Home,5,Wifi,12000,Vocational School,BKK,BKK4,2,3,3,3,4,Parents,Together,Doctoral,Doctoral,Mother,Business,Private,1010000,2,2.5,3,2,2,2,3,2,2.5,2.5,2.5,2.51,No,No,Low
0689,2019,2,Male,18,0,S,Rural,Apartment,14,Mobile,8000,High School,S,S1,3.5,3,3,3.5,4,Roommates,Together,Primary,Primary,Father,Public,Public,310000,3,2,2.5,3.5,3.5,3,3.5,3,2.5,3.5,2.5,3.02,No,No,Medium
0690,2019,3,Male,18,0,N,Urban,Apartment,58,Wifi,9000,High School,N,N7,2,3,2.5,3.5,3,Alone,Together,Bachelor,Bachelor,Mother,Business,Freelance,1040000,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,2.5,1.5,1.91,No,No,Medium
0691,2019,2,Male,18,18,BKK,Urban,Home,7,Wifi,36000,High School,BKK,BKK1,4,2.5,4,3.5,3,Parents,Together,Bachelor,Master,Father,Private,Private,4330000,3,3,2.5,3,3,3.5,3,3,2.5,2.5,2.5,2.95,No,No,Medium
0692,2019,2,Male,18,0,S,Urban,Apartment,46,Mobile,14000,Vocational School,S,S1,2,2,3,3.5,3,Alone,Together,Doctoral,Doctoral,Father,Private,Public,630000,1.5,1.5,2,1.5,2,0.5,1.5,1.5,1,1.5,2,1.87,No,No,No
0693,2019,2,Female,18,18,BKK,Urban,Home,57,Wifi,6000,High School,BKK,BKK3,4,4,3,2.5,2,Mom or Dad,Apart,Bachelor,Master,Father,Private,Private,250000,3.5,3.5,4,4,4,3,3,4,2.5,2.5,4,3.44,Yes,Yes,High
0694,2019,3,Female,18,0,N,Urban,Apartment,100,Wifi,48000,High School,BKK,BKK10,2,2.5,3,2.5,2,Roommates,Apart,Bachelor,Bachelor,Mother,Freelance,Private,5760000,1.5,1,1.5,1.5,1.5,0.5,2,1.5,1.5,1.5,3,1.83,No,No,Medium
0695,2019,3,Male,18,0,NE,Urban,Apartment,50,Wifi,35000,Vocational School,NE,NE7,2,3,4,2,4,Alone,Together,Bachelor,Bachelor,Father,Freelance,Public,4210000,2,2,3,2,2,1,2,1.5,1,1.5,3,2.3,No,No,Low
0696,2019,2,Female,19,4,BKK,Urban,Home,27,Mobile,6000,Vocational School,BKK,BKK9,3,3,2,3,4,Parents,Together,Bachelor,Vocational,Mother,Business,Public,250000,2.5,1.5,1,2.5,2.5,2.5,2.5,2.5,2,2.5,2.5,2.51,No,No,Low
0697,2019,2,Female,18,18,BKK,Urban,Home,65,Mobile,11000,Vocational School,BKK,BKK3,3,2,3,2.5,3,Parents,Together,Primary,Primary,Mother,Freelance,Business,420000,3,2,2.5,3.5,3.5,2.5,3.5,3,2.5,2,3,2.95,Yes,No,High
0698,2019,3,Female,18,0,NE,Urban,Apartment,31,Mobile,10000,High School,NE,NE7,2,3,3.5,2.5,3,Alone,Together,Master,Master,Father,Private,Freelance,1120000,1.5,1,1.5,1.5,1.5,2.5,1.5,1.5,1,1.5,2.5,1.85,No,No,Medium
0699,2019,2,Male,18,0,N,Urban,Apartment,15,Wifi,39000,High School,N,N9,2.5,3.5,2,3,3,Alone,Together,Bachelor,Vocational,Father,Private,Public,4690000,2.5,3,3.5,2.5,4,4,2.5,2.5,3.5,3,3.5,3.29,No,No,High
0700,2019,3,Male,19,0,S,Urban,Apartment,110,Wifi,10000,High School,S,S2,3.5,2,3,4,4,Alone,Together,Doctoral,Doctoral,Mother,Freelance,Private,1140000,3,3,3.5,3,2.5,3,2.5,3,2.5,3.5,3,2.89,No,No,Low
0701,2019,3,Male,18,0,NE,Urban,Apartment,34,Wifi,34000,High School,BKK,BKK6,3,3.5,2.5,2.5,4,Roommates,Together,Doctoral,Master,Father,Freelance,Business,4020000,3,4,3.5,3.5,4,2,3,4,3.5,3,2.5,3.28,No,No,Medium
0702,2019,3,Female,19,19,BKK,Urban,Home,66,Wifi,9000,High School,BKK,BKK2,2.5,2,2.5,2,4,Parents,Together,Primary,Primary,Father,Freelance,Public,340000,2.5,2,2,3,3,2,3,3,1,2.5,0.5,2.48,No,No,Low
0703,2019,3,Male,18,18,BKK,Urban,Home,83,Wifi,35000,Vocational School,BKK,BKK9,3.5,3.5,4,3,3,Parents,Together,Doctoral,Doctoral,Mother,Public,Business,4180000,3,2.5,3.5,3,3.5,2.5,3.5,3,3.5,3.5,3.5,3.3,Yes,No,Medium
0704,2019,3,Male,18,0,S,Urban,Apartment,88,Mobile,8000,High School,S,S6,2,2.5,2.5,2,4,Alone,Together,Bachelor,Vocational,Father,Freelance,Business,350000,2,2,2.5,2,2,2,2,2.5,1,2,4,2.24,No,No,Medium
0705,2019,3,Male,18,0,S,Urban,Home,39,Wifi,15000,High School,S,S4,4,3,4,3,4,Parents,Together,Bachelor,Bachelor,Father,Public,Business,670000,3.5,2.5,3.5,3,3,4,2.5,4,3,4,1.5,3.29,No,No,Medium
0706,2019,3,Male,18,18,BKK,Urban,Home,69,Mobile,9000,Vocational School,BKK,BKK5,4,3,2.5,3.5,3,Parents,Together,Bachelor,Master,Mother,Private,Freelance,570000,3.5,4,4,4,4,3,3.5,3.5,2.5,3.5,1.5,3.37,No,No,High
0707,2019,3,Male,19,19,BKK,Urban,Home,86,Wifi,9000,High School,BKK,BKK7,2,4,4,2,4,Parents,Together,Master,Bachelor,Father,Public,Freelance,1080000,2,2,2,2,2,0.5,2.5,2,1,1.5,1.5,2.07,No,Yes,High
0708,2019,3,Male,19,0,S,Rural,Apartment,82,Mobile,8000,High School,S,S8,3,2.5,2.5,2.5,3,Alone,Together,Vocational,Bachelor,Mother,Public,Public,310000,2.5,1.5,1,2,2,2.5,3,2.5,2,2.5,3,2.4,No,No,High
0709,2019,3,Female,18,0,NE,Rural,Home,7,Wifi,29000,High School,NE,NE6,3.5,2.5,2,2,4,Parents,Together,Master,Bachelor,Mother,Public,Business,3510000,3,3,4,3,3,2,3,4,3,3.5,2.5,3.21,No,No,Medium
0710,2019,2,Female,18,18,BKK,Urban,Home,75,Mobile,15000,High School,BKK,BKK8,4,2,4,3,3,Parents,Together,Bachelor,Vocational,Father,Business,Business,600000,3.5,3.5,4,3.5,4,3,3.5,3.5,3,3.5,1,3.41,Yes,No,Medium
0711,2019,3,Male,18,0,S,Urban,Apartment,37,Wifi,35000,High School,S,S1,3.5,3,4,2.5,4,Roommates,Together,Bachelor,Vocational,Mother,Business,Freelance,4170000,3,3,3.5,3.5,3.5,4,2.5,3.5,2.5,3,3,3.3,Yes,No,Medium
0712,2019,3,Male,19,19,BKK,Urban,Home,25,Mobile,6000,Vocational School,BKK,BKK10,4,3.5,2,3.5,3,Parents,Together,Vocational,Bachelor,Father,Public,Private,260000,3.5,4,4,3,3,4,3,3.5,3.5,4,3,3.54,Yes,No,Medium
0713,2019,2,Female,18,0,S,Urban,Apartment,78,Mobile,49000,High School,S,S8,4,2,3,3,3,Alone,Apart,Master,Master,Father,Freelance,Business,5830000,3.5,4,4,4,3.5,4,2.5,3.5,2,4,1.5,3.37,No,No,Medium
0714,2019,3,Male,18,0,N,Urban,Apartment,51,Wifi,7000,High School,N,N8,2,3,3.5,3.5,3,Alone,Together,Bachelor,Vocational,Father,Freelance,Business,790000,2,1.5,1.5,2.5,2.5,1.5,2,2,2,2.5,0.5,2.22,No,No,Low
0715,2019,2,Male,18,18,BKK,Urban,Home,76,Wifi,6000,High School,BKK,BKK7,3,4,2.5,3.5,3,Parents,Together,Primary,Primary,Father,Freelance,Private,250000,3,3,3,3,3,3,3,3.5,2.5,3,1,2.8,Yes,No,High
0716,2019,3,Female,18,0,S,Rural,Apartment,86,Mobile,19000,High School,S,S4,3.5,4,4,2.5,4,Alone,Together,Master,Bachelor,Father,Private,Private,770000,3.5,4,4,3.5,3,4,4,3.5,4,3.5,3.5,3.7,No,No,High
0717,2019,3,Female,18,18,BKK,Urban,Apartment,45,Wifi,44000,Vocational School,BKK,BKK2,4,2.5,3,2.5,2,Alone,Apart,Doctoral,Doctoral,Mother,Private,Private,5250000,3.5,3,2.5,3.5,3.5,2,4,3.5,3,4,1,3.13,Yes,No,No
0718,2019,2,Female,19,19,BKK,Urban,Home,77,Wifi,8000,High School,BKK,BKK7,4,2.5,3,3,3,Parents,Together,Primary,High School,Father,Business,Private,410000,4,4,4,4,4,3.5,4,3.5,3,4,1.5,3.57,Yes,No,Low
0719,2019,2,Female,18,0,N,Urban,Apartment,61,Wifi,15000,High School,N,N3,2,2.5,2.5,2,3,Alone,Together,Master,Master,Father,Business,Business,1010000,2,1.5,2,2.5,2,1,2,1,1,2.5,1,2.06,No,No,No
0720,2019,2,Male,18,3,S,Urban,Apartment,71,Wifi,9000,High School,S,S6,3,3.5,2.5,2,3,Alone,Together,Bachelor,Bachelor,Mother,Freelance,Private,1080000,3,3.5,4,3,4,3,3,2.5,2.5,3,3,3.17,No,No,High
0721,2019,2,Female,19,0,N,Urban,Apartment,35,Mobile,4000,High School,BKK,BKK10,2.5,4,3.5,2,3,Alone,Together,High School,Primary,Mother,Public,Business,250000,2,1,1.5,2,3,1.5,2,2,2.5,1.5,3,2.23,No,No,Medium
0722,2019,2,Male,18,18,BKK,Urban,Home,39,Wifi,12000,Vocational School,BKK,BKK3,3.5,3,2,3,4,Parents,Together,Bachelor,Master,Father,Private,Private,1210000,3,3.5,4,3.5,3,2.5,3,3,2.5,2,4,3.13,No,No,Low
0723,2019,3,Male,18,0,NE,Urban,Apartment,74,Wifi,10000,High School,NE,NE10,2.5,3.5,3.5,3.5,3,Alone,Together,Master,Master,Mother,Business,Public,1200000,2.5,2,3,3,2.5,1.5,2.5,2.5,2.5,2.5,1,2.61,No,No,Low
0724,2019,3,Female,18,18,BKK,Urban,Home,69,Wifi,18000,Vocational School,BKK,BKK3,3,3,2.5,2.5,3,Parents,Together,Master,Doctoral,Mother,Freelance,Business,790000,3,2.5,3.5,3,3,4,3,4,2.5,2.5,0.5,2.89,Yes,Yes,Medium
0725,2019,2,Male,18,0,NE,Rural,Apartment,49,Mobile,6000,High School,NE,NE6,2.5,2.5,4,3,3,Alone,Together,Bachelor,Vocational,Mother,Public,Public,250000,2,2,2,2,2,1,3,2,2.5,2,3,2.36,No,No,Medium
0726,2019,2,Female,18,3,NE,Urban,Apartment,89,Wifi,38000,High School,BKK,BKK10,3.5,2.5,2.5,3,2,Roommates,Apart,Master,Bachelor,Father,Business,Freelance,4520000,3,3.5,3.5,3,3.5,2.5,3,3,3,3,2,3.06,No,No,Medium
0727,2019,2,Female,19,19,BKK,Urban,Apartment,47,Mobile,7000,Vocational School,BKK,BKK1,4,4,3.5,4,4,Alone,Together,Bachelor,Master,Mother,Private,Private,260000,3.5,3,3.5,3,3.5,3,3.5,4,2.5,3.5,1.5,3.15,Yes,No,High
0728,2019,2,Female,19,4,NE,Rural,Apartment,17,Mobile,15000,High School,BKK,BKK10,4,3,3,3.5,4,Alone,Together,Doctoral,Master,Father,Private,Private,640000,3.5,2,3,3.5,3,2,3,3.5,3.5,3.5,1.5,3,Yes,No,Low
0729,2019,2,Female,18,0,S,Urban,Apartment,65,Wifi,31000,High School,S,S4,2,3,2.5,2.5,4,Roommates,Together,Master,Master,Father,Public,Public,3690000,1.5,2,3.5,2,2.5,1,2,1.5,1,1.5,2,2.01,No,No,Low
0730,2019,3,Female,18,18,BKK,Urban,Home,71,Wifi,42000,High School,BKK,BKK9,2,2,2,2.5,3,Mom or Dad,Apart,Master,Doctoral,Mother,Public,Private,5080000,2,2,2.5,2,1.5,0.5,2.5,2,1,2.5,2,2.09,No,No,High
0731,2019,2,Male,18,0,S,Rural,Apartment,81,Wifi,7000,High School,S,S2,2.5,2,3.5,2.5,3,Alone,Together,High School,Vocational,Father,Freelance,Private,530000,2,2,3,2,0.5,0.5,2.5,3,2,2.5,2,2.25,No,No,High
0732,2019,2,Male,18,0,N,Rural,Apartment,61,Wifi,34000,High School,N,N1,3,3,2.5,2,3,Alone,Apart,Bachelor,Master,Mother,Freelance,Private,4050000,2.5,2,2,2.5,1.5,2.5,2.5,3.5,2,2,2,2.61,No,No,High
