Student_ID,Year_of_Entry,Hometown REGION,Address_Type,Where_to_stay,Age,Years_Living_in_BKK,Time_spent_for_traveling,Type_of_prior_school,Math,Physics_,Chemistry_,Biology_,Gender,Family_Size,Stay_with,Family_status,Prior_School_Province,Calculus_1,Calculus_2,Calculus_3,Physics_1,Physics_2,Chemistry_,Statistics_,Computer_Programming,Thermodynamics_,Engineering_Materials_,Engineering_Drawing,Household_income,Living_expenses_,University_GPAx,TCAS_channels_,InternetAccess_at_Home,Father_Education,Mother_Education,guardian,mother's_job,father's_job,Participation_on_Activities
260,2020,BKK,U,H,18,18,20,H,4,4,3.5,3,F,3,MoD,A,BKK,3.5,3.5,3.5,3.5,3,3.5,4,3.5,3,2.5,1.5,390000,10000,3.22,3,W,B,B,F,Un,Free,H
261,2020,BKK,U,H,18,18,50,V,2.5,2,3,4,F,3,MoD,A,BKK,2.5,1.5,2,2.5,1.5,2,3,3,3,4,3,450000,8000,2.75,2,W,V,H,M,Pri,Un,L
262,2020,N,U,A,18,0,5,V,3,2.5,3,4,F,4,A,T,BKK,2.5,3.5,4,2,1.5,2.5,3,2,2,3,3,510000,13000,2.71,2,M,P,H,F,Free,Bus,M
263,2020,S,U,A,18,0,20,H,4,2,3.5,3,M,3,A,T,S,3.5,4,4,3.5,3.5,3,3.5,4,3.5,3,2,870000,5000,3.45,2,W,B,M,F,Pri,Bus,L
264,2020,N,R,A,18,0,10,H,2,2.5,2.5,3.5,F,3,A,T,N,2,2,2,2.5,2.5,3,2,2.5,2,2.5,1.5,470000,7000,2.44,3,W,H,P,F,Pub,Free,N
265,2020,BKK,U,H,19,19,35,H,4,4,2.5,2.5,M,3,MoD,A,BKK,4,3.5,4,4,3.5,3.5,4,4,4,3.5,0.5,440000,8000,3.46,2,W,V,H,M,Bus,Un,M
266,2020,BKK,U,H,18,18,35,V,4,3.5,4,2.5,M,4,P,T,BKK,3.5,4,4,4,3,4,4,3,4,3.5,3,900000,10000,3.71,1,M,M,B,F,Bus,Pub,L
267,2020,BKK,U,A,18,18,15,H,2.5,4,4,3.5,F,3,A,A,BKK,2.5,2.5,2.5,2.5,3,1.5,2.5,3,2,3,3.5,1280000,11000,2.79,2,M,D,D,M,Free,Un,M
268,2020,BKK,U,H,18,3,45,V,4,3,3,4,M,4,P,T,BKK,3.5,3,2.5,3.5,3.5,1.5,3,3.5,3,3.5,3,440000,4000,3.13,1,M,H,H,F,Pri,Free,H
269,2020,BKK,U,H,18,3,70,V,2.5,4,3.5,3.5,F,2,MoD,A,BKK,2.5,2.5,3,2,2,2.5,3,2.5,1.5,2.5,3,760000,3000,2.52,1,W,D,M,M,Free,Un,L
270,2020,S,R,A,18,0,5,H,2.5,3,2.5,4,M,4,A,T,S,2.5,2,2,3,3.5,2,2.5,2.5,2.5,3,2,580000,8000,2.73,2,W,V,H,M,Free,Bus,N
271,2020,BKK,U,H,18,18,25,H,4,3.5,2.5,4,M,3,P,T,BKK,3.5,3,3.5,3.5,3,4,4,3.5,4,3.5,3.5,440000,6000,3.6,2,W,B,M,F,Bus,Pri,M
272,2020,BKK,U,H,18,18,55,H,2.5,3.5,2.5,3.5,F,4,P,T,BKK,2.5,3,3.5,2.5,2.5,2,3,2.5,2.5,3,2,910000,9000,2.65,2,M,B,M,M,Bus,Pri,L
273,2020,N,U,A,18,0,10,H,2,4,3,3.5,M,3,A,T,N,2,2.5,3.5,2.5,3,2.5,2.5,1.5,2,2,3.5,470000,4000,2.71,2,M,P,H,F,Free,Pri,H
274,2020,S,U,A,18,0,10,H,3,3,4,2.5,F,3,RM,T,BKK,3,3,3.5,3,2,3,3.5,3.5,2.5,3.5,4,550000,7000,3.17,2,M,B,B,M,Pri,Free,N
275,2020,BKK,U,H,18,18,40,H,2.5,2.5,3.5,2.5,M,3,P,T,BKK,2,2,2.5,2,2,1.5,2,1.5,1,2.5,3,520000,10000,2.37,3,W,B,M,M,Pri,Free,L
276,2020,NE,R,A,18,3,15,V,4,3,2,4,F,3,RM,T,BKK,3.5,3,3,3.5,3.5,3,3.5,4,2.5,4,2,830000,10000,3.26,1,W,B,B,F,Pub,Pri,L
277,2020,N,U,A,18,0,35,H,4,3.5,2,3,F,3,A,T,BKK,3.5,3.5,4,3.5,4,4,4,3.5,3.5,3.5,2,510000,4000,3.63,2,W,H,P,F,Pri,Free,H
278,2020,BKK,U,H,18,18,50,V,3.5,3.5,2,3,M,4,P,T,BKK,3,2.5,3,3,3.5,2,3.5,3,2.5,3,1.5,510000,10000,2.74,1,W,H,P,F,Pri,Pub,H
279,2020,S,U,A,18,3,5,H,4,2,3.5,2.5,F,4,A,T,S,3.5,3,2.5,4,4,3,4,3.5,3.5,3.5,0,530000,11000,3.15,3,M,P,P,M,Pub,Bus,N
280,2020,BKK,U,H,18,18,85,H,2,4,3,2.5,M,3,P,T,BKK,1.5,1,2,1.5,0.5,1,1.5,1,0.5,0.5,0.5,480000,11000,1.43,2,W,H,V,F,Pri,Pub,H
281,2020,N,R,A,18,0,5,H,2,4,3,4,F,3,A,T,N,2,1,1.5,2.5,2.5,1,2,2,0.5,2,3,1090000,13000,2.11,3,M,D,M,F,Pub,Free,M
282,2020,BKK,U,A,18,18,5,H,3.5,3,2.5,3,F,3,A,T,BKK,2.5,4,4,2,2,1.5,3,2.5,2.5,2.5,2.5,580000,12000,2.61,3,W,H,V,M,Bus,Bus,H
283,2020,BKK,U,H,18,3,35,V,3.5,2.5,2.5,3.5,M,3,MoD,A,BKK,3,3.5,3,3.5,4,3,4,3,2.5,2,2,1450000,12000,3.11,1,W,M,M,M,Bus,Un,M
284,2020,BKK,U,H,18,18,65,H,3,3,3.5,2,M,3,P,T,BKK,2.5,3,3.5,3,3.5,0.5,2.5,3,1,2.5,4,500000,7000,2.63,3,W,B,V,F,Pub,Pub,M
285,2020,N,U,A,19,0,5,V,2,2.5,4,2,M,4,A,T,N,2,2,2,2.5,2.5,2,2,2.5,1,1,1.5,470000,7000,2.2,3,M,H,P,M,Pub,Free,L
286,2020,BKK,U,H,18,18,40,H,3,3,3.5,3,M,3,P,T,BKK,3,3,3.5,3,2.5,2,3.5,3,2.5,3.5,3.5,490000,10000,3.12,2,M,P,P,F,Bus,Free,N
287,2020,NE,R,A,18,3,45,H,2.5,2,2,4,F,2,A,A,NE,2,1.5,2.5,2.5,3,0,3,2.5,1.5,2.5,1,510000,11000,2.2,2,W,P,H,F,Un,Free,H
288,2020,S,U,A,18,0,5,V,3.5,2.5,3,4,F,4,A,T,S,3,2.5,2.5,3,2.5,2,3,2,2,4,1.5,670000,5000,2.79,3,W,M,B,F,Free,Free,L
289,2020,S,R,A,18,0,15,H,2.5,3.5,2.5,3,M,4,A,T,BKK,2,2.5,1.5,2,1,3.5,2.5,1.5,0.5,3.5,3,450000,7000,2.44,2,W,P,P,M,Pri,Bus,N
290,2020,BKK,U,A,18,18,60,V,2.5,2.5,4,2,F,3,A,T,BKK,2,1.5,2,2,0.5,2,2.5,2.5,1,2,3.5,490000,10000,2.31,1,W,B,B,M,Bus,Pub,L
291,2020,S,R,A,18,0,5,H,4,2,3.5,2.5,F,4,A,T,BKK,4,3.5,2.5,3.5,2,2.5,4,4,3.5,4,3.5,830000,3000,3.49,2,M,M,D,F,Pub,Pub,N
292,2020,BKK,U,A,18,3,5,H,2,2,2.5,3,M,4,A,T,BKK,2,1.5,1.5,2,2,1.5,2.5,2.5,2.5,3,2.5,590000,7000,2.48,3,W,V,H,M,Bus,Free,M
293,2020,N,U,A,18,0,10,H,3,2.5,3.5,4,M,3,A,T,N,2.5,2.5,2.5,2.5,2.5,2,2,3,1.5,1.5,3.5,1190000,4000,2.62,2,W,B,M,F,Free,Pri,M
294,2020,BKK,U,H,19,19,70,V,2,3.5,2,2,M,3,P,T,BKK,2,1.5,1.5,2,1.5,1,2,2,0,2.5,4,470000,10000,1.95,1,W,B,M,M,Pri,Bus,N
295,2020,BKK,U,H,18,18,75,V,2,4,2.5,3.5,M,3,P,T,BKK,2,2,3,1.5,1.5,2.5,2,2.5,1.5,2,1,480000,3000,2.16,1,W,V,H,F,Pri,Pub,L
296,2020,BKK,U,H,18,18,60,V,3.5,4,3,4,M,2,MoD,A,BKK,3,3.5,4,2.5,2.5,3,3,3,1,3,1.5,460000,3000,2.88,1,W,B,B,M,Pri,Un,L
297,2020,BKK,U,A,18,18,15,V,3,3,2.5,2,M,3,RM,T,BKK,3,3.5,3.5,3,3.5,3,3,3,2,3.5,2.5,500000,6000,3.11,1,W,V,V,F,Pri,Free,H
298,2020,BKK,U,H,18,18,55,V,2,3.5,3,2,M,3,P,T,BKK,1.5,1,2.5,2,1.5,1,1.5,2,0,1.5,3,480000,6000,1.9,1,W,H,V,F,Pub,Bus,N
299,2020,N,U,A,18,3,15,H,3,2,3,2.5,F,5,A,T,N,3,3,3.5,3.5,4,2,3,2.5,3,3,2.5,390000,10000,2.94,2,W,B,V,F,Bus,Free,H
300,2020,BKK,U,H,18,18,15,V,2.5,2,2.5,2.5,M,4,P,T,BKK,2.5,2.5,2.5,2.5,3,1,2.5,2,1.5,2.5,1.5,590000,6000,2.3,1,W,H,V,F,Pri,Pub,M
301,2020,BKK,U,H,18,18,45,V,4,3,3.5,4,M,4,P,T,BKK,3,2.5,2.5,3,3,1.5,3,3,1.5,4,1,500000,4000,2.79,1,W,H,H,M,Bus,Bus,L
302,2020,NE,R,A,19,0,15,H,3.5,2,3,4,M,4,A,T,NE,3,3.5,4,3,4,2.5,3,4,2,4,2,770000,8000,3.34,2,W,D,D,F,Pub,Free,H
303,2020,NE,U,A,18,0,55,H,2,3.5,2.5,3.5,M,4,A,T,NE,2,1.5,1.5,2,2.5,0.5,2,1,1,2,3,1200000,10000,1.9,3,M,M,B,M,Free,Pub,N
304,2020,BKK,U,H,18,18,30,V,3,3.5,2.5,3,M,3,MoD,A,BKK,3,3,3.5,3,3,3,3,3,2,3,3,480000,12000,3.14,1,W,P,H,M,Bus,Un,H
305,2020,S,U,A,18,0,5,H,2,3.5,2.5,2,M,4,A,T,S,2,1.5,2.5,2.5,2.5,1,2,2,1,3,4,980000,11000,2.3,2,W,D,D,F,Pub,Bus,N
306,2020,BKK,U,A,18,18,5,V,2,3.5,3.5,3,M,3,A,T,BKK,1.5,1,1.5,2,1.5,2,1,1.5,0,2,3,520000,8000,2.02,1,M,V,V,M,Bus,Bus,N
307,2020,BKK,U,A,18,18,5,V,4,3,2.5,2,M,3,A,T,BKK,4,4,4,4,3,4,4,3.5,3.5,4,2.5,450000,3000,3.7,1,W,P,P,F,Pri,Bus,H
308,2020,S,U,A,18,0,5,V,4,4,3,2,M,3,A,T,S,3.5,3,3.5,3.5,3.5,3.5,3,4,2,2.5,4,510000,3000,3.26,3,M,B,V,M,Pub,Bus,H
309,2020,BKK,U,A,18,18,5,V,2.5,2.5,3,2,F,3,A,T,BKK,2.5,2.5,3,2.5,3.5,2,3,2,3,3,4,500000,8000,2.81,1,W,P,H,M,Bus,Bus,L
310,2020,S,U,A,18,3,10,H,3,2,3.5,3.5,F,2,A,A,S,2.5,2.5,2,2.5,2.5,3.5,3,2.5,3.5,2,3,1340000,3000,2.82,3,W,M,B,M,Free,Un,M
311,2020,BKK,U,A,18,3,10,V,3.5,3,4,3.5,F,2,A,A,BKK,3,2.5,3,3,2.5,2,3.5,3.5,2,4,3.5,540000,13000,2.96,2,W,B,B,M,Bus,Un,N
312,2020,S,R,A,18,0,10,H,4,4,3.5,4,F,2,A,A,S,3.5,3.5,3.5,3.5,3,3,3.5,4,3,3,1,920000,8000,3.27,3,W,D,M,M,Bus,Un,M
313,2020,BKK,U,H,18,18,70,V,4,3,3.5,2,M,3,MoD,A,BKK,3.5,4,4,3.5,3.5,3,4,3,3.5,3.5,0,520000,9000,3.38,1,W,B,M,M,Bus,Un,H
314,2020,N,R,A,18,0,10,V,2.5,3.5,2.5,3,F,3,A,T,N,2.5,2.5,3.5,3,3,2,2.5,2.5,1,3.5,2.5,560000,11000,2.69,3,W,H,V,F,Bus,Pri,N
315,2020,NE,U,A,18,0,15,H,3.5,3.5,2,3,M,4,A,T,NE,3,2.5,3,2.5,2.5,3,2.5,3,2.5,2.5,2.5,500000,10000,2.86,3,M,B,V,F,Free,Pri,M
316,2020,S,R,A,18,0,10,H,4,2,3,2.5,M,3,A,T,S,3.5,3.5,4,3,3.5,4,3.5,4,2.5,4,1,850000,3000,3.39,2,W,D,D,F,Bus,Pri,M
317,2020,BKK,U,H,18,18,70,H,3,2.5,3,2,M,4,P,T,BKK,2.5,2.5,2.5,2,2,1,3,2.5,1,3.5,3,450000,11000,2.43,2,W,H,V,M,Free,Pub,N
318,2020,S,U,H,19,0,40,H,4,3.5,3.5,3,M,4,P,T,S,3.5,3,3.5,3,2.5,3,3,3.5,3,3,2.5,590000,11000,3.19,3,M,V,V,M,Bus,Bus,L
319,2020,N,U,A,18,0,55,H,2,2.5,2,3.5,M,3,A,T,N,2,2,3,1.5,1.5,1,2,2.5,0.5,2,2.5,500000,11000,2.16,3,W,P,P,F,Bus,Pub,M
320,2020,BKK,U,H,19,19,45,H,3,3,3,4,F,2,MoD,A,BKK,2.5,3.5,3,2.5,1.5,2,2.5,2.5,1,2.5,1.5,540000,8000,2.53,2,W,P,P,M,Pri,Un,N
321,2020,BKK,U,H,18,18,55,V,3.5,2,3,2,M,4,P,T,BKK,3,2.5,2.5,3,2.5,2,3,2.5,2,3,3.5,530000,11000,2.82,1,W,P,H,F,Pub,Free,N
322,2020,NE,U,A,18,0,5,H,2.5,2.5,2,2,M,3,A,T,NE,2.5,2,3,2.5,3,2.5,3,3,1.5,2.5,3.5,440000,11000,2.88,3,W,P,H,M,Free,Bus,H
323,2020,BKK,U,H,18,3,20,V,4,2,3,4,F,5,P,T,BKK,4,3.5,3.5,4,3.5,3.5,4,3.5,3,4,3.5,470000,6000,3.57,1,W,V,V,F,Free,Pub,L
324,2020,S,R,A,18,3,15,H,3,3.5,4,3,M,4,A,T,S,2.5,2.5,2.5,2.5,3,2,3,2,2.5,4,3.5,1150000,12000,2.88,2,W,M,D,M,Bus,Bus,L
325,2020,NE,U,A,18,3,10,H,2.5,3,2,2.5,M,5,RM,T,NE,2.5,3,3,2.5,2,1.5,2.5,2.5,2,2,3,1510000,4000,2.58,3,W,M,M,F,Bus,Bus,N
326,2020,NE,R,A,18,0,15,H,2.5,4,3,4,F,2,RM,A,NE,2.5,2,2,2.5,2.5,3,2.5,3,1.5,2.5,3.5,1210000,5000,2.6,2,W,B,M,M,Pub,Un,H
327,2020,NE,R,A,18,0,10,H,4,3.5,4,3.5,F,4,A,T,NE,3.5,3,3,3.5,4,1,3.5,4,3,3.5,2,1240000,6000,3.15,2,W,B,B,F,Free,Free,L
328,2020,N,R,A,18,0,5,H,2.5,4,2.5,3.5,M,3,A,T,BKK,2.5,2.5,2,2,1,2.5,2.5,3,2.5,3.5,1.5,1140000,9000,2.35,3,M,M,D,F,Pri,Pub,N
329,2020,BKK,U,H,19,19,40,H,2,2,2.5,3,F,3,P,T,BKK,1.5,1,2,2,2,0,1,2.5,1,2,3,650000,5000,1.98,2,W,B,M,M,Bus,Free,N
330,2020,BKK,U,H,18,3,5,V,2.5,3,4,2.5,F,4,P,T,BKK,2.5,2.5,3,2.5,2,1,2.5,2.5,1,3,3,560000,9000,2.65,2,W,P,P,M,Pub,Bus,M
331,2020,BKK,U,H,18,18,25,H,4,2,2,3.5,M,3,P,T,BKK,4,3.5,3.5,4,4,4,4,4,2.5,4,1.5,520000,9000,3.54,3,W,H,P,M,Pri,Bus,H
332,2020,BKK,U,H,18,18,65,H,4,2.5,3.5,2,M,4,P,T,BKK,3.5,3.5,4,4,3,4,4,3.5,4,3,1,500000,11000,3.47,2,W,B,V,M,Free,Bus,H
333,2020,NE,R,A,18,0,5,H,2.5,4,2,3.5,M,4,A,T,NE,2.5,1,1.5,2.5,1.5,3,2.5,2.5,3,3.5,1,620000,12000,2.51,2,W,M,D,F,Pri,Pub,N
334,2020,BKK,U,H,18,3,65,V,2.5,2,2.5,3,M,3,P,T,BKK,2.5,3,3.5,2.5,2,1.5,3,2.5,1.5,4,1,550000,3000,2.54,1,W,H,H,F,Free,Pub,H
335,2020,S,U,H,18,0,60,H,3.5,3.5,3,3,F,3,P,T,S,3,2,2.5,3,3.5,2,3.5,2.5,2.5,3.5,2.5,1230000,10000,3.01,2,M,M,B,F,Free,Free,M
336,2020,BKK,U,H,18,18,40,V,3.5,4,4,2,F,4,P,T,BKK,3,3,3,4,3,1,3.5,3.5,1,4,3.5,510000,3000,3,1,W,P,H,F,Pri,Pub,M
337,2020,BKK,U,H,18,3,65,V,2.5,3,3.5,3.5,F,4,P,T,BKK,2.5,1.5,2,2.5,3,1,2.5,3,1,2,2.5,1450000,5000,2.46,1,W,D,D,F,Free,Free,L
338,2020,BKK,U,H,18,18,15,H,3.5,3,4,4,F,3,P,T,BKK,3.5,3,3,3.5,3.5,3.5,4,3,3,3.5,2,500000,4000,3.34,2,W,P,P,F,Free,Bus,L
339,2020,NE,R,A,18,0,15,H,3,2.5,2.5,3.5,F,3,A,T,NE,2.5,3,3.5,2.5,1,2,3,2.5,2,3.5,3.5,400000,4000,2.79,2,W,V,B,F,Bus,Bus,H
340,2020,S,U,A,18,0,10,H,2.5,2,3.5,2.5,F,3,A,T,S,2,2,2,2,2,1.5,2,2.5,1,2,1,590000,13000,1.95,3,W,P,P,F,Bus,Bus,N
341,2020,S,R,A,18,0,15,H,3.5,3,2.5,3.5,M,4,A,T,S,3,3,3,3,3,3,4,3.5,2,4,3,570000,3000,3.29,2,M,P,P,F,Free,Bus,H
342,2020,N,R,A,19,0,15,H,3.5,2.5,4,2.5,M,3,A,T,N,3,3.5,3.5,3.5,3,2.5,3.5,2.5,2,2.5,1.5,840000,5000,2.97,2,W,D,M,M,Pub,Bus,H
343,2020,BKK,U,H,18,18,50,H,3,4,4,3,F,2,MoD,A,BKK,3,2.5,2.5,3,3,1,3.5,3,2.5,3,3,610000,6000,2.98,3,W,B,M,M,Pri,Un,H
344,2020,N,U,A,18,3,5,H,2,2,3.5,3,F,3,RM,T,N,2,1,1.5,2,1.5,1.5,2.5,1.5,1,2.5,3,560000,12000,1.99,3,M,H,H,F,Bus,Pri,N
345,2020,BKK,U,H,18,18,60,V,2,4,2,4,M,3,P,T,BKK,2,1,2,2,2,1.5,2.5,3,2.5,1.5,2,600000,13000,2.35,1,W,B,B,F,Bus,Free,M
346,2020,BKK,U,A,18,18,5,H,2,4,2,3.5,F,4,RM,T,BKK,1.5,2.5,2.5,1.5,1,0.5,1.5,1,0.5,1,1,480000,12000,1.65,2,M,V,H,M,Pub,Pub,H
347,2020,BKK,U,H,18,18,60,H,4,2.5,3,2.5,M,3,P,T,BKK,3.5,2.5,2.5,4,4,2.5,3.5,3.5,1.5,4,3.5,500000,12000,3.3,2,W,V,B,F,Bus,Pub,L
348,2020,BKK,U,A,18,18,15,H,3.5,2,2,3,F,2,A,A,BKK,3,3,3.5,3,4,2.5,4,3,2,3.5,1.5,680000,11000,3.02,2,W,B,V,M,Bus,Un,N
349,2020,N,R,A,18,0,15,H,3.5,3,3.5,4,M,4,A,T,N,3,2,2.5,3.5,4,2.5,3,4,3.5,2.5,3,590000,9000,3.19,2,W,V,B,F,Pri,Pub,L
350,2020,S,U,H,18,3,5,H,3.5,3,3.5,3.5,M,4,P,T,S,3,2.5,2.5,3.5,3,2,4,3,2.5,3,3,370000,7000,3.12,3,W,V,V,M,Bus,Pri,N
351,2020,S,U,A,20,0,35,H,2,2.5,3,3.5,M,3,A,T,S,1.5,1.5,2,1.5,1.5,2,1.5,1.5,0.5,2,2.5,880000,13000,2,3,M,M,M,F,Free,Bus,L
352,2020,BKK,U,H,18,18,60,H,3.5,2,2,3.5,F,3,P,T,BKK,3.5,3.5,4,4,4,3,4,4,2.5,4,1,600000,13000,3.41,2,W,D,D,F,Pub,Free,H
353,2020,S,U,A,18,0,10,H,2,3,2.5,2,M,3,A,T,S,2,1,1,1.5,1.5,2.5,2,1.5,0,1.5,3,1370000,6000,2,2,W,B,M,F,Pri,Pub,L
354,2020,BKK,U,H,18,3,70,H,3.5,2,2.5,3.5,M,4,P,T,BKK,3,2.5,2.5,3,3,2,3,3,3,3.5,3.5,410000,10000,2.85,2,W,H,P,F,Free,Pub,N
355,2020,S,U,A,18,3,5,H,4,3.5,2.5,4,M,2,A,A,S,3.5,3,3.5,3.5,3,4,4,3.5,3,3.5,2.5,720000,7000,3.35,2,W,D,M,M,Bus,Un,L
356,2020,BKK,U,H,18,18,50,V,3.5,3,2,2.5,M,3,P,T,BKK,3,3,3,2.5,1.5,2,3.5,3,2,3.5,4,980000,12000,2.89,1,W,B,B,F,Bus,Pri,L
357,2020,BKK,U,H,18,18,10,V,2.5,3,2.5,2.5,F,4,P,T,BKK,2.5,2,2.5,2.5,3.5,2.5,3.5,3,2.5,3,0.5,1420000,7000,2.65,2,W,B,V,F,Bus,Free,N
358,2020,BKK,U,H,18,3,5,V,2,2.5,2.5,4,F,3,P,T,BKK,1.5,1,1,1,1,1.5,1.5,1,1,1.5,3.5,600000,7000,1.68,1,M,B,M,F,Free,Free,M
359,2020,S,U,A,18,3,15,H,3,2.5,3.5,3.5,M,3,A,T,BKK,3,3,4,3,3.5,2.5,3.5,2.5,2.5,3.5,3,480000,3000,3.17,2,M,V,H,M,Pub,Free,M
360,2020,BKK,U,H,19,19,5,V,3,3.5,4,2,M,4,P,T,BKK,2.5,2,3,3,3.5,2.5,2.5,2.5,3,3,2.5,460000,11000,2.72,1,W,B,V,M,Bus,Pub,N
361,2020,S,R,H,18,0,15,H,2.5,4,2.5,3.5,M,4,P,T,S,2.5,3,3.5,2.5,2,1,3.5,2.5,2.5,2.5,4,640000,6000,2.92,2,W,B,V,M,Pub,Pri,N
362,2020,BKK,U,H,18,18,50,V,4,4,3,2.5,F,3,MoD,A,BKK,4,4,4,4,4,3.5,3.5,3.5,2.5,4,2.5,490000,10000,3.59,2,W,B,B,M,Pub,Un,M
363,2020,N,U,A,18,0,10,H,2,2.5,3,3,F,2,A,A,BKK,1.5,0.5,1.5,1.5,1,2,2,1.5,2,2.5,1,1220000,4000,1.87,2,W,M,M,M,Pub,Un,L
364,2020,NE,U,A,18,0,10,H,4,2,3.5,3.5,F,3,A,T,NE,3,4,4,3,3.5,2,2.5,3,3.5,3.5,3,480000,10000,3.3,3,W,V,V,F,Free,Pri,L
365,2020,NE,R,A,19,0,5,H,3,4,2.5,2,M,4,A,T,NE,3,2.5,3,2.5,2,0.5,3.5,2.5,2,3,3,490000,9000,2.58,2,M,P,P,M,Free,Pri,L
366,2020,NE,R,A,18,0,10,H,2.5,2,3,4,F,3,A,T,NE,2.5,2,2,2.5,2.5,2.5,2,3,1.5,2.5,2.5,1420000,3000,2.65,2,W,B,V,F,Bus,Pub,H
367,2020,BKK,U,H,18,18,5,V,3.5,3,2,3,M,2,MoD,A,BKK,3,3.5,4,3,2.5,3,3,3.5,2,2.5,2.5,660000,4000,3.1,1,W,M,B,F,Un,Pub,L
368,2020,S,U,A,18,3,15,H,4,2,3.5,3.5,M,3,A,T,S,3.5,3,3.5,4,4,3,3,3,3.5,4,3,480000,12000,3.37,3,W,B,V,F,Pub,Pri,M
369,2020,BKK,U,A,19,19,10,H,2,3.5,2.5,4,F,3,A,T,BKK,2,2.5,3,2.5,2.5,0,2,2,1,1.5,3,500000,12000,2.21,3,W,P,H,F,Free,Bus,N
370,2020,BKK,U,H,18,3,60,V,3.5,4,4,3,F,4,P,T,BKK,3,3,4,3.5,3.5,3,3.5,3.5,1.5,2.5,4,540000,7000,3.3,1,W,H,P,F,Pri,Free,M
371,2020,BKK,U,H,18,3,50,V,2,3,3.5,2,M,4,P,T,BKK,1.5,1.5,2,1.5,1.5,0,1.5,2,1,1.5,1,1070000,5000,1.7,1,W,B,M,F,Pub,Pub,L
372,2020,BKK,U,A,18,18,5,V,2.5,2.5,2.5,3,M,3,A,T,BKK,2.5,2.5,2.5,2.5,3,2,3,2.5,2,2,2,470000,12000,2.58,1,M,V,H,F,Free,Pri,N
373,2020,BKK,U,H,18,3,60,H,3,2,4,2,M,4,P,T,BKK,3,3,3,3.5,3,2.5,4,3.5,3,3.5,2.5,640000,3000,3.29,2,W,D,D,F,Pub,Free,H
374,2020,BKK,U,H,18,18,40,V,3.5,2,3.5,2.5,F,2,MoD,A,BKK,3,2.5,2.5,2.5,2,4,3,3.5,2.5,2.5,2.5,520000,7000,2.8,2,W,V,V,M,Pri,Un,N
375,2020,BKK,U,H,18,18,10,V,3.5,2.5,3.5,2,F,4,P,T,BKK,3,3,3,3.5,3.5,4,3,3,1.5,3,2.5,790000,12000,3.12,1,M,D,D,M,Bus,Free,M
376,2020,BKK,U,H,18,18,50,V,4,2,2.5,4,F,3,MoD,A,BKK,3.5,3,3,4,4,2,4,4,3,3.5,3.5,480000,4000,3.49,1,W,B,M,M,Bus,Un,N
377,2020,BKK,U,H,18,18,5,V,2.5,3,3,3.5,F,4,P,T,BKK,2.5,3,4,3,3.5,1.5,2.5,2.5,2,2,3.5,470000,9000,2.84,1,W,V,B,M,Bus,Pri,L
378,2020,S,U,A,18,3,5,H,4,3.5,4,2,M,3,A,T,S,3.5,3.5,3,3.5,3,3,4,3,2,4,4,480000,3000,3.3,2,W,H,H,F,Bus,Free,M
379,2019,BKK,U,H,18,18,25,H,3.5,3.5,3.5,3.5,M,4,P,T,BKK,3,2.5,3.5,3.5,3,2.5,3.5,3,3.5,4,1.5,580000,3000,3.21,3,W,P,P,F,Free,Bus,M
380,2019,BKK,U,A,18,18,5,H,3,4,3.5,3.5,F,4,A,T,BKK,3,3,2.5,3,2.5,2.5,3.5,2.5,2.5,3,1.5,1280000,3000,2.65,2,M,D,D,F,Pub,Free,L
381,2019,S,U,A,19,0,10,V,4,3,3.5,4,F,4,A,T,S,3.5,2.5,3,3.5,3.5,3.5,4,4,3,4,2.5,550000,6000,3.49,3,M,B,M,F,Pub,Bus,N
382,2019,N,U,A,18,3,30,H,3,2.5,3.5,2,M,4,A,T,BKK,2.5,1.5,1.5,2.5,2.5,2.5,2.5,2,2.5,3,3.5,450000,5000,2.43,2,W,P,P,F,Bus,Bus,L
383,2019,N,U,A,18,0,15,H,4,2,2,2,M,3,A,T,N,3.5,3.5,3,4,4,2,3.5,3,2.5,4,2.5,540000,9000,3.22,2,W,H,H,F,Bus,Bus,H
384,2019,BKK,U,H,18,18,35,V,4,3,3.5,4,M,3,P,T,BKK,3.5,4,4,3.5,2.5,2,3.5,3.5,3,3,2.5,770000,7000,3.2,1,W,D,D,F,Bus,Pri,M
385,2019,NE,U,A,18,0,15,H,3.5,4,4,2,M,3,A,T,NE,3,3,3.5,3.5,2.5,2,3.5,2.5,2,3,2.5,950000,9000,2.99,3,W,M,M,M,Bus,Pri,H
386,2019,NE,U,A,18,0,10,H,3.5,2,2,3,M,5,A,T,NE,3,3.5,3.5,3.5,3.5,2.5,3,3,2.5,3.5,2.5,510000,9000,3.27,2,W,P,P,M,Bus,Pub,H
387,2019,BKK,U,A,18,18,5,H,2.5,3,2,3,M,3,A,T,BKK,2.5,2.5,3,2.5,2,3,3,2.5,1.5,3,2,440000,9000,2.66,2,W,H,P,F,Pri,Bus,M
388,2019,BKK,U,H,18,18,65,H,3.5,2.5,3,2.5,M,3,P,T,BKK,3,2.5,3,3,3,1.5,2.5,2.5,1.5,3.5,1.5,690000,8000,2.54,3,W,D,M,M,Bus,Pub,H
389,2019,BKK,U,A,18,18,15,H,4,2,2,2,M,3,A,T,BKK,3.5,2.5,2.5,3.5,4,2.5,3.5,4,3.5,3.5,3.5,440000,11000,3.41,3,M,B,B,F,Pri,Free,H
